"No.","Rubro","Ejercicio","NOM_MUN","Inversión","Habitantes beneficiados","Obra"
"1443","Infraestructura Carretera",2023,"Xochiatipan",9123736.96,2130,"Modernización del camino Ohuatipa - Texoloc; tramo: del Km. 4+760 al KM. 5+760; en el municipio de Xochiatipan"
"1444","Infraestructura Carretera",2024,"Xochiatipan",2932224.27,2305,"Construcción de muro de contensión C.E. Ohuatipa - Iztazoquico; municipio de Xochiatipan"
"1445","Infraestructura Carretera",2024,"Xochiatipan",3716093.63,419,"Rehabilitación del C.R. Atlalco - Acanoa; municipio de Xochiatipan"
"1446","Infraestructura Carretera",2023,"Xochiatipan",2106549.17,341,"Rehabilitación del acceso a Xilico; del Km 0+000 al Km 2+640; en el municipio de Xochiatipan"
"1447","Infraestructura Carretera",2023,"Xochiatipan",9672101.56,1593,"Reconstrucción de acceso principal al municipio de Xochiatipan."
"1448","Infraestructura Carretera",2024,"Xochiatipan",9895149.36,1593,"Rehabilitación de la C.E. Ramal a Xochiatipan; municipio de Xochiatipan"
"1449","Vivienda Asequible",2024,"Xochiatipan",2986132.43,NA,"Construcción de cuartos dormitorios en el municipio de Xochiatipan"
"1450","Infraestructura Carretera",2024,"Xochiatipan",8619310.01,1156,"Rehabilitación del Camino a Pachiquitla a entronque ramal a Xochiatipan; municipio de Xochiatipan."
"1451","Infraestructura Carretera",2024,"Xochiatipan",11803997.53,NA,"Modernización del Camino Ohuatipa - Texoloc; tramo: 5+760 Km al 6+635.00 Km; en el municipio de Xochiatipan."
"1452","Infraestructura Carretera",2024,"Xochiatipan",3990964.13,NA,"Estudio y proyecto para la construcción del puente vehicular en la localidad de Ohuatipa; en el municipio de Xochiatipán."
"1453","Infraestructura Hídrica",2023,"Xochiatipan",1758659.25,NA,"Construcción de Sanitario con Biodigestor; en el municipio de Xochiatipan"
"1454","Vivienda Asequible",2022,"Xochiatipan",5755792.4,224,"Construcción de Cuarto Dormitorio; en el municipio de Xochiatipan"
"1455","Infraestructura Carretera",2024,"Xochiatipan",6278793.17,501,"Rehabilitación de la C.E Xochiatipan - Pezmayo; municipio de Xochiatipan."
"1456","Infraestructura Carretera",2024,"Xochiatipan",6261452.58,433,"Reconstrucción de puente vehicular acceso a Tenexhueyac; municipio de Xochiatipan"
"1457","Infraestructura Carretera",2023,"Xochicoatlán",6628628.53,931,"Apertura de camino intermunicipal Tuzancocac (Xochicoatlán) - Tula (Calnai)"
"1458","Infraestructura Carretera",2024,"Xochicoatlán",9680336.3,NA,"Apertura de camino intermunicipal Tuzancocac (Xochicoatlán) - Tula (Calnai); Segunda etapa; en el municipio de Xochicoatlán"
"1459","Infraestructura Carretera",2025,"Xochicoatlán",2.5e+07,NA,"Modernización y ampliación del camino rural Xochicoatlán - Tianguistengo; en el municipio de Xochicoatlán"
"1460","Infraestructura Carretera",2022,"Xochicoatlán",24898081.15,1301,"Reconstrucción de la carretera estatal Molango - Xochicoatlán; municipio de Xochicoatlán"
"1461","Infraestructura Carretera",2023,"Yahualica",2687040.41,304,"Rehabilitación del tramo Chompeletla - Zacayahual; del Km 0+000 al Km 2+600."
"1462","Infraestructura Carretera",2024,"Yahualica",17645022.9,596,"Construcción de muro de contención en la localidad El Arenal; en el municipio de Yahualica."
"1463","Infraestructura Carretera",2023,"Yahualica",14033362.62,627,"Rehabilitación del tramo Tianguistengo - Lolotla - Atlapexco - Zoquitipan - Naranjos - Yatipan; del Km 0+000 al Km 10+000"
"1464","Infraestructura Carretera",2023,"Yahualica",1571102.55,286,"Rehabilitación del tramo de acceso a Chompeletla; del Km 0+000 al Km 2+000"
"1465","Infraestructura Carretera",2023,"Yahualica",9676920.7,21986,"Rehabilitación de C.R. Crisolco - Tecacalax; en el municipio de Yahualica."
"1466","Infraestructura Carretera",2023,"Yahualica",18106860.44,2469,"Modernización y ampliación del camino Mecatlán - Mesa Larga; tramo: del Km 0+000 al Km 1+500; en el municipio de Yahualica."
"1467","Espacios Públicos",2022,"Yahualica",16887585.01,4941,"Construcción del Centro de Salud en la localidad de Santa Teresa; municipio de Yahualica"
"1468","Infraestructura Carretera",2023,"Yahualica",9386871.68,4941,"Construcción de pavimentación hidráulica tramo Atlalco - Santa Teresa; en el municipio de Yahualica."
"1469","Vialidades Urbanas",2022,"Yahualica",8279054.01,NA,"Rehabilitación de la calle paso por Santa Teresa; municipio de Yahualica"
"1470","Infraestructura Carretera",2024,"Yahualica",19373020.14,4941,"construcción de muro de contención en E.C. (Lolotla - Atlapexco) - Santa Teresa; municipio de Yahualica"
"1471","Infraestructura Carretera",2024,"Yahualica",4127694.35,NA,"Rehabilitación de C.R. Santa Teresa - Tecacalax - Crisolco; municipio de Yahualica"
"1472","Infraestructura Carretera",2023,"Yahualica",2355140.1,853,"Rehabilitación del tramo Tres Huastecas - Tamalcuatitla; del km 0+000 al km 3+000; en el municipio de Yahualica."
"1473","Infraestructura Carretera",2024,"Yahualica",9716796.82,856,"Rehabilitación de camino Xóchitl a Tenamaxtepec; del Km 0.000 al Km 3.780; en el municipio de Yahualica."
"1474","Vivienda Asequible",2022,"Yahualica",3339814.23,NA,"Construcción de cuarto dormitorio; en el municipio de Yahualica"
"1475","Vivienda Asequible",2022,"Yahualica",4988148.49,NA,"Construcción de Cuarto Dormitorio; en el municipio de Yahualica"
"1476","Infraestructura Carretera",2024,"Yahualica",3135795.09,1198,"Rehabilitación de camino Xoxolpa a Aguacatitla; del Km 0.000 al Km 2.539; en el municipio de Yahualica."
"1477","Infraestructura Hídrica",2022,"Yahualica",590993.6,272,"Construcción del sistema de alcantarillado sanitario segunda etapa para beneficiar a la localidad de Mangocuatitla en el municipio de Yahualica"
"1478","Infraestructura Hídrica",2022,"Yahualica",1920731.4,NA,"Construcción de la planta de tratamiento de aguas residuales para beneficiar a la localidad de Mangocuatitla en el municipio de Yahualica"
"1479","Infraestructura Carretera",2023,"Yahualica",2347846.23,1718,"Rehabilitación de tramo E.C. (Naranjos - Yatipan) - Aguacatitla; del Km 0+000 al Km 3+000."
"1480","Infraestructura Hídrica",2023,"Yahualica",903693.35,679,"Construcción del Sistema de Alcantarillado Sanitario consiste en el emisor para beneficiar a la comunidad de Atlalco; en el municipio de Yahualica"
"1481","Infraestructura Hídrica",2023,"Yahualica",2467632.1,NA,"Construcción de la Planta de Tratamiento de aguas residuales para beneficiar a la localidad de Atlalco en el municipio de Yahualica"
"1482","Infraestructura Carretera",2023,"Yahualica",2590102.35,NA,"Rehabilitación del tramo Atlalco - Tepehixpa - Xochitl; del Km 0+000 al Km 3+300; en el municipio de Yahualica."
"1483","Infraestructura Carretera",2023,"Yahualica",800025.93,NA,"Rehabilitación del tramo Atlalco- El Paraje; del km 0+000 al km 1+000"
"1484","Vivienda Asequible",2024,"Yahualica",746533.11,NA,"Construcción de cuartos dormitorios en el municipio de Yahualica"
"1485","Infraestructura Carretera",2023,"Yahualica",1570823.02,544,"Rehabilitación del tramo E.C. (Atlalco - Xochitl) - Chiatitla; del Km 0+000 al Km 2+000; en el municipio de Yahualica."
"1486","Espacios Públicos",2023,"Zacualtipán de Ángeles",567558.67,NA,"Rehabilitación en azoteas y fachadas del CRIRH; sede Zacualtipán de Ángeles"
"1487","Infraestructura Hídrica",2023,"Zacualtipán de Ángeles",7050329.44,0,"Estudios complementarios de factibilidad geológica y adecuación del proyecto para garantizar la impermebilidad en la presa Zacualtipán de Ángeles en la localidad de Panotlan"
"1488","Infraestructura Carretera",2024,"Zacualtipán de Ángeles",4840020.4,1237,"Construcción de pavimento hidráulico en caminos municipales de Atopixco; en el municipio de Zacualtipán de Ángeles"
"1489","Vivienda Asequible",2022,"Zacualtipán de Ángeles",2220823.04071925,NA,"Construcción de 31 cuartos dormitorio en los municipios de Metztitlán y Zacualtipán de Ángeles"
"1490","Vialidades Urbanas",2023,"Zacualtipán de Ángeles",1450003.02,NA,"Pavimentación de concreto hidráulico de calle Nicolás Bravo primera etapa en colonia Loma Bonita"
"1491","Vivienda Asequible",2024,"Zacualtipán de Ángeles",1265183.2,NA,"Construcción de cuartos dormitorios en el municipio de Zacualtipán de Ángeles"
"1492","Infraestructura Hídrica",2023,"Zacualtipán de Ángeles",49098292.18,29472,"Rehabilitación de la Red de distribución de agua potable de la cabecera municipal de Zacualtipán"
"1493","Vialidades Urbanas",2023,"Zacualtipán de Ángeles",649511.41,NA,"Pavimentación de calle cerrada de Los Girasoles; colonia López Mateos Segunda Sección; en el municipio de Zacualtipán de Ángeles"
"1494","Infraestructura Hídrica",2024,"Zacualtipán de Ángeles",485178.62,240,"Panotlán.- Daño en equipo de bombeo de 125 HP y tablero de controles. "
"1495","Infraestructura Carretera",2024,"Zacualtipán de Ángeles",1460445,1831,"Pavimentación hidráulica del C.R. Tzincoatlán - E.C. (Santo Domingo - Tlahuelompa); en el municipio de Zacualtipán de Ángeles"
"1496","Vialidades Urbanas",2023,"Zacualtipán de Ángeles",1276998.56,NA,"Pavimentación de concreto hidráulico en calle Nicolás Bravo; colonia Cacala; en el municipio de Zacualtipán."
"1497","Infraestructura Carretera",2024,"Zacualtipán de Ángeles",1469789.6,688,"Pavimentación hidráulica del C.R. Matatlán - Tzincoatlán; en el municipio de Zacualtipán de Ángeles"
"1498","Infraestructura Hídrica",2023,"Zacualtipán de Ángeles",49798,NA,"Pago para obtener el avalúo ante el instituto de administración y avalúos de bienes nacionales (INDAABIN); de 2 afectados; para liberar el derecho de vía por la construcción de una presa en Zacualtipán; municipio de Zacualtipán de Ángeles; Estado de Hidalgo."
"1499","Espacios Públicos",2023,"Zacualtipán de Ángeles",603490.94,NA,"Rehabilitación de Centro Gerontológico de Zacualtipán."
"1500","Espacios Públicos",2024,"Zacualtipán de Ángeles",782594,NA,"Mantenimiento del Centro Cultural Regional Zacualtipán"
"1501","Infraestructura Hídrica",2025,"Zacualtipán de Ángeles",68781156,NA,"Captación y línea de conducción de agua potable al tanque de distribución el Ventero; tramo Tizapán El Ventero; en el municipio de Zacualtipán "
"1502","Vialidades Urbanas",2023,"Zacualtipán de Ángeles",831432.37,NA,"Pavimentación de calle Escuadra con Cuesta Chica; colonia La Campesina; en el municipio de Zacualtipán de Ángeles."
"1503","Infraestructura Carretera",2023,"Zacualtipán de Ángeles",25628511.13,3025,"Reconstrucción de la carretera ramal a Tlahuelompa; en el municipio de Zacualtipán."
"1504","Infraestructura Carretera",2024,"Zacualtipán de Ángeles",14522918.28,860,"Pavimentación del C.R. Acceso a Tizapan; en el municipio de Zacualtipán de Ángeles"
"1505","Vialidades Urbanas",2023,"Zacualtipán de Ángeles",2420621.2,NA,"Pavimentación de calle y muro de contención San José; colonia Santa Cecilia; en el municipio de Zacualtipán de Ángeles."
"1506","Infraestructura Carretera",2024,"Zacualtipán de Ángeles",7800000,NA,"Construye Tu Camino del tramo Barrio de Lagunillas a la Cabecera Municipal; en el municipio de Zacualtipán de Ángeles."
"1507","Espacios Públicos",2024,"Zacualtipán de Ángeles",1285830.64,29472,"Construcción de techado de cancha del CGI de Zacualtipán de Ángeles"
"1508","Infraestructura Carretera",2024,"Zacualtipán de Ángeles",18942172.74,971,"Reconstrucción de la carretera ramal a Tlahuelompa (Segunda etapa); en el municipio de Zacualtipán"
"1509","Vialidades Urbanas",2023,"Zapotlán de Juárez",1957471.09,5175,"Reconstrucción de pavimento hidráulico en calle Línea divisoria en San Pedro Huaquilpan; en el municipio de Zapotlán."
"1510","Infraestructura Hídrica",2022,"Zapotlán de Juárez",166135.677027163,NA,"Inversión de 6.3 mdp se llevó a cabo la reparación y mantenimiento de equipos de bombeo; para el abastecimiento de agua potable de los 15 municipios que presta el servicio CAASIM"
"1511","Infraestructura Hídrica",2022,"Zapotlán de Juárez",64664.195619473,NA,"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde; Providencia y Solares."
"1512","Vialidades Urbanas",2023,"Zapotlán de Juárez",2430370.47,4978,"Construcción de pavimento hidráulico en calle Sin Nombre (La Monera) en el municipio de Zapotlán de Juárez."
"1513","Espacios Públicos",2023,"Zapotlán de Juárez",2268477.63,NA,"Levantamiento topográfico para reconocimiento y delimitación de bienes inmuebles; propiedad de la Agencia de Desarrollo Valle de Plata; en el municipio de Zapotlán de Juárez."
"1514","Vialidades Urbanas",2024,"Zapotlán de Juárez",25761187.15,NA,"Reconstrucción de pórtico y vialidad de acceso a la Cabecera Municipal de Zapotlán de Juárez."
"1515","Infraestructura Hídrica",2024,"Zapotlán de Juárez",2953617.42,5175,"Rehabilitación de planta de tratamiento de aguas residuales en San Pedro Huaquilpan"
"1516","Infraestructura Hídrica",2024,"Zapotlán de Juárez",349358.997242813,NA,"Contrucción; ampliación y rehabilitación de obra civil; en la zona de influencia de la CAASIM en los bienes inmuebles no propiedad de la CAASIM-2024"
"1517","Vialidades Urbanas",2023,"Zapotlán de Juárez",1931894,NA,"Construcción de pavimento hidráulico en calle línea divisoria en tramo 1 (entre calle Art 1932 y calle Reforma) tramo 2 (entre calle Fco. Márquez y calle Juan Álvarez) en la localidad de San Pedro Huaquilpan; en el municipio de Zapotlán de Juárez."
"1518","Espacios Públicos",2022,"Zapotlán de Juárez",15353070.41,5175,"Construcción del Centro de Salud en la localidad de San Pedro Huaquilpan; municipio de Zapotlán de Juárez"
"1519","Espacios Públicos",2024,"Zapotlán de Juárez",166198.45,NA,"Estudio de Evaluación Ambiental del Sitio (ESA) Fase I;  Norma ASTME1527-21 para la evaluación de la contaminación ambiental en propiedades industriales; comerciales y de servicios para la Reserva Territorial Zapotlán; en aproximadamente 925 ha de superficie."
"1520","Infraestructura Hídrica",2024,"Zapotlán de Juárez",824017.6,NA,"Estudio hidrológico para la Reserva Territorial Zapotlán; en aproximadamente 925 ha de superficie."
"1521","Espacios Públicos",2024,"Zapotlán de Juárez",1314387.46,NA,"Elaboración de estudio de impacto vial y urbano para el desarrollo de proyectos estratégicos tipo industrial para la Reserva Territorial Zapotlán."
"1522","Infraestructura Hídrica",2024,"Zapotlán de Juárez",358027.726363008,NA,"Adquisición de equipos de bombeo para la zona de influencia de la CAASIM."
"1523","Vialidades Urbanas",2023,"Zapotlán de Juárez",1932833.09,11018,"Construcción de pavimento hidráulico en calle Calvario en tramo 1 (entre calle Corregidora y parte alta de Calvario); tramo 2 (entre calle Matamoros y calle Ciprés) en la localidad de Acayuca; en el municipio de Zapotlán de Juárez"
"1524","Infraestructura Hídrica",2024,"Zapotlán de Juárez",1705913.93703969,NA,"Telemetría y control en zona de cobertura de la CAASIM"
"1525","Infraestructura Carretera",2025,"Zapotlán de Juárez",28467845.97,NA,"Reconstrucción de la carretera intermunicipal de Zapotlán de Juárez a Tolcayuca; en el municipio de Zapotlán de Juárez"
"1526","Espacios Públicos",2024,"Zapotlán de Juárez",754984.26,4978,"Construcción del cercado perimetral tipo ganadero mediante postes de concreto y alambre de púas sobre propiedades pertenecientes a la ADVP; con una superficie aproximada de 15.20 ha en total; para su delimitación y salvaguarda de bienes inmuebles destinados a proyectos estratégicos del Estado."
"1527","Espacios Públicos",2023,"Zapotlán de Juárez",1523232.71,NA,"Estudio de geotecnia para determinar la capacidad de carga del suelo de la reserva territorial Zapotlán; en el municipio de Zapotlán de Juárez."
"1528","Espacios Públicos",2024,"Zapotlán de Juárez",1646143.94179737,NA,"Rehabilitación de la imagen urbana de la vialidad Pachuca - Actopan y Boulevard de acceso a la Concepción;           comunidad de Tilcuautla; en los municipios de Pachuca y San Agustín Tlaxiaca."
"1529","Vivienda Asequible",2023,"Zapotlán de Juárez",333675.317165819,NA,"Programa para la ampliación de  vivienda modalidad construcción de cuarto dormitorio en los municipios de Tepeapulco; Tulancingo de Bravo  y Zapotlán"
"1530","Vialidades Urbanas",2024,"Zapotlán de Juárez",41642121.47,11018,"Reconstrucción de la Av. Hidalgo en pavimento hidráulico en la comunidad de Acayuca en el municipio de Zapotlán de Juárez."
"1531","Vialidades Urbanas",2023,"Zapotlán de Juárez",969061,NA,"Construcción de pavimento asfáltico en calle de Las Flores y calle Olímpica; en la localidad de Acayuca; en el municipio de Zapotlán de Juárez."
