"ID"	"CVEGEO_MUN"	"NOM_MUN"	"Rubro"	"Inversión"	"Habitantes beneficiados"	"Ejercicio"	"Obra"	"tiene_geo"
792	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	5500000	NA	2024	"Adquisición de equipo séptico hidroneumático para aguas negras."	TRUE
793	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	6676345.13	NA	2024	"Adquisición de grúa tipo Hiab"	TRUE
794	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	2e+07	NA	2024	"Adquisición de equipo de cómputo y servidores."	TRUE
795	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	19587491.39	NA	2024	"Equipamiento para regulación de presiones y sectorización de red hidráulica en colonias con deficiencias."	TRUE
796	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	14982608.7	NA	2024	"Adquisición de transformadores tipo seco y pedestal."	TRUE
797	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1074564.84	NA	2024	"Equipamiento para el Seguimiento al Proceso Comercial"	TRUE
798	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	7154637.56	NA	2024	"Equipamiento de oficinas y actualización de equipo terrestre"	TRUE
799	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	3008564.21	NA	2024	"Sustitución de red de alcantarillado sanitario, calle Fernández de Lizardi y calle Norte 2, Colonia Nueva Francisco I. Madero"	TRUE
800	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	2030978.25	NA	2024	"Sustitución de red de alcantarillado sanitario, calle Fernández de Lizardi y calle Bugambilia, Colonia Nueva Francisco I. Madero"	TRUE
801	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1388520	NA	2024	"Sustitución de líneas generales de alcantarillado Sanitario Avenida Minería, Colonia Real de Minas, Pachuca de Soto .970 metros lineales en 12 pulgadas"	TRUE
802	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	548100	NA	2024	"Sustición de líneas sanitarias calle Delegación Agraria, colonia Santa Julia"	TRUE
803	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1556683.52	NA	2024	"Sustitución de línea Sanitarias Calle Gómez Farías, Colonia Centro"	TRUE
804	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1218000	NA	2024	"Sustitución de línea Sanitarias Calle Fray Toralto, Boulevares de San Francisco"	TRUE
805	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	669900	NA	2024	"Sustitución de línea Sanitarias Calle Gral. Iganacio Mejía, Col. Periodista, Tramo Ríos de las Avenidas a Felipe Ángeles"	FALSE
806	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	11832000	NA	2024	"Obras emergentes de renovación de Infraestructura Sanitaria Red Real de Minas"	TRUE
807	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	11020000	NA	2024	"Obras emergentes de renovación de Infraestructura Sanitaria Red Barrios Altos"	TRUE
808	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	805684.5	NA	2024	"Ampliación de la Línea de Agua Potable en Prolongación Rojo Gómez, San Cayetano"	FALSE
809	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5784005.68	NA	2023	"Pavimentación de concreto hidráulico en calle Pedro Escobedo del km. 0+000 al km. 0+500 en colonia Barrio El Lobo, municipio de Pachuca de Soto, Hidalgo."	TRUE
810	13048	"Pachuca de Soto"	"Vialidades Urbanas"	9998000	NA	2023	"Reconstrucción de concreto hidráulico en calle Avenida Guadalupe en la colonia Guadalupe, municipio de Pachuca de Soto."	TRUE
811	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	87487.09	NA	2024	"Suministro de equipo de protección personal"	TRUE
812	13048	"Pachuca de Soto"	"Espacios Públicos"	14520032.05	NA	2024	"Alumbrado público en Zona Metropolitana"	TRUE
813	13048	"Pachuca de Soto"	"Espacios Públicos"	10288542.67	NA	2024	"Estudios y Proyecto complementarios para estacionamiento y plancha de la plaza independencia, en el municipio de Pachuca de Soto"	TRUE
814	13048	"Pachuca de Soto"	"Espacios Públicos"	91871708.49	NA	2024	"Construcción de vía escénica y plaza de los comensales del Parque David Ben Gurión, en Pachuca de Soto."	TRUE
815	13048	"Pachuca de Soto"	"Espacios Públicos"	77808834.26	NA	2024	"Construcción de espacios recreativos y culturales del Parque David Ben Gurión, en Pachuca de Soto."	TRUE
816	13048	"Pachuca de Soto"	"Espacios Públicos"	3933444	NA	2024	"Adquisición de árboles, para atender las medidas de compensación del manifiesto de impacto ambiental en el parque David Ben Gurión, en Pachuca de Soto."	TRUE
817	13048	"Pachuca de Soto"	"Espacios Públicos"	24013360.94	NA	2024	"Trabajos preliminares para la construcción de las nuevas oficinas de Gobierno en Pachuca de Soto."	TRUE
818	13048	"Pachuca de Soto"	"Espacios Públicos"	128617645.29	NA	2024	"Construcción de cimentación y estructura de las nuevas Oficinas de Gobierno en Pachuca de Soto."	TRUE
819	13048	"Pachuca de Soto"	"Espacios Públicos"	25185658.49	NA	2024	"Rehabilitación de piso de la explanada \"Plaza Juárez\"."	TRUE
820	13048	"Pachuca de Soto"	"Espacios Públicos"	50941677.45	NA	2024	"Modernización de instalaciones de la Feria San Francisco. Segunda Etapa."	TRUE
821	13048	"Pachuca de Soto"	"Espacios Públicos"	78575795.29	NA	2024	"Fabricación, colocación y montaje de cubierta ligera con membrana arquitectónica especial tipo \"Velaria\"; con soportes a base de estructuras de acero en arco, ubicada en las Instalaciones de la Feria San Francisco, en la localidad y municipio de Pachuca de Soto, Estado de Hidalgo"	TRUE
822	13048	"Pachuca de Soto"	"Espacios Públicos"	28595815.92	NA	2024	"Remodelación de andadores y espacios anexos al jardín \"Hombres y Mujeres Ilustres de Hidalgo\""	TRUE
823	13048	"Pachuca de Soto"	"Espacios Públicos"	980814.6	NA	2024	"Fortalecimiento eléctrico del Centro Cultural del Ferrocarril."	TRUE
824	13048	"Pachuca de Soto"	"Espacios Públicos"	53498151.26	NA	2024	"Fortalecimiento para la Atención de NNA Migrantes en Pachuca de Soto, Hidalgo 2024"	TRUE
825	13048	"Pachuca de Soto"	"Espacios Públicos"	1500000	NA	2024	"Rehabilitación punto de venta Hidarte"	TRUE
826	13048	"Pachuca de Soto"	"Espacios Públicos"	1182825.4	NA	2024	"Acondicionamiento de muros gaviones en la Secretaría de Seguridad Pública, en el municipio de Pachuca de Soto."	FALSE
827	13048	"Pachuca de Soto"	"Espacios Públicos"	4000779.09	NA	2024	"Construcción de comedor en Casa del Niño DIF."	FALSE
828	13048	"Pachuca de Soto"	"Espacios Públicos"	6938597.57	NA	2024	"Construcción de sucursal Montepío Pachuca."	TRUE
829	13048	"Pachuca de Soto"	"Infraestructura Carretera"	4840110	NA	2024	"Estudio y proyecto para la solución del conflicto vial en el Distribuidor Colonias, en el municipio de Pachuca de Soto"	TRUE
830	13048	"Pachuca de Soto"	"Infraestructura Carretera"	6293150.5	NA	2024	"Estudio y proyecto para la solución del conflicto vial en el Distribuidor Miguel Hidalgo, en el municipio de Pachuca de Soto"	TRUE
831	13048	"Pachuca de Soto"	"Infraestructura Carretera"	4840675	NA	2024	"Estudio y proyecto para el Distribuidor vial Centenario de la Revolución, en el municipio de Pachuca de Soto"	TRUE
832	13048	"Pachuca de Soto"	"Infraestructura Carretera"	4212988.05	NA	2024	"Estudio y proyecto para mitigar los riesgos viales en el entorno hospitalario Oriente de Pachuca de Soto"	TRUE
833	13048	"Pachuca de Soto"	"Infraestructura Carretera"	45408243.98	NA	2024	"Rehabilitación del Boulevard Felipe Ángeles (dos cuerpos), en el municipio de Pachuca de Soto."	TRUE
834	13048	"Pachuca de Soto"	"Infraestructura Carretera"	164168924.77	NA	2024	"Pavimentación con concreto hidráulico Blvd. Minero del Km. 0+000 Al Km. 4+200 (Dos Cuerpos), en el municipio de Pachuca."	TRUE
835	13048	"Pachuca de Soto"	"Infraestructura Carretera"	22801140.41	NA	2024	"Reconstrucción de carpeta asfáltica en Boulevard Centenario (Antigua Carretera La Paz) dos cuerpos, Pachuca de Soto, Hgo."	TRUE
836	13048	"Pachuca de Soto"	"Vialidades Urbanas"	3640265.09	NA	2024	"Reconstrucción de pavimento de concreto hidráulico en calle Lago de Guadalupe y calle Lago de Zumpango, Anáhuac, municipio de Pachuca de Soto"	TRUE
837	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5351103.37	NA	2024	"Construcción de pavimentación hidráulica en calle Prolongación Esmeralda, Independencia, municipio de Pachuca de Soto"	TRUE
838	13048	"Pachuca de Soto"	"Vialidades Urbanas"	4579961.08	NA	2024	"Construcción de pavimentación hidráulica en calle Evita Perón, calle Josefa O. De Domínguez, calle Leona Vicario, La Condesa, municipio de Pachuca de Soto"	TRUE
839	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2756318.91	NA	2024	"Construcción de pavimentación en calle Hatsheput (Sinai), colonia Faraona, Pachuca, Hidalgo"	TRUE
840	13048	"Pachuca de Soto"	"Vialidades Urbanas"	3524676.76	NA	2024	"Rehabilitación asfáltica avenida principal de la 3ra de Pitahayas, fraccionamiento Pitahayas, municipio de Pachuca de Soto"	TRUE
841	13048	"Pachuca de Soto"	"Vialidades Urbanas"	16370545.15	NA	2024	"Pavimentación de concreto hidráulico en Calle Prolongación Rojo Gómez en la Colonia La Loma, en el municipio de Pachuca de Soto"	TRUE
842	13048	"Pachuca de Soto"	"Vialidades Urbanas"	6477090.7	NA	2024	"Reconstrucción de calle principal en Real Toledo, municipio de Pachuca de Soto."	TRUE
843	13048	"Pachuca de Soto"	"Vialidades Urbanas"	13300700	NA	2024	"Reconstrucción de Circuito Cardenal en la Colonia Campo de Tiro, en el municipio de Pachuca de Soto"	TRUE
844	13048	"Pachuca de Soto"	"Vialidades Urbanas"	11555352	NA	2024	"Reconstrucción de carpeta asfáltica en acceso principal Av. Rojo Gómez Ampliación El Palmar, municipio de Pachuca de Soto."	TRUE
845	13048	"Pachuca de Soto"	"Vialidades Urbanas"	3213288.99	NA	2024	"Reconstrucción de carpeta asfáltica en acceso principal Av. Rojo Gómez Ampliación El Palmar, municipio de Pachuca de Soto."	TRUE
846	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2492039.6	NA	2024	"Construcción de pavimentación concreto hidráulico en calle Guillermo Prieto, colonia Francisco I. Madero (La Surtidora), municipio de Pachuca de Soto."	TRUE
847	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2273791.92	NA	2024	"Rehabilitación calle C. Quetzalcóatl y calle Atlantes, Col Aquiles Serdán, municipio de Pachuca de Soto"	TRUE
848	13048	"Pachuca de Soto"	"Vialidades Urbanas"	3006624.4	NA	2024	"Rehabilitación de Calle Prolongación Santiago, Barrio La Alcantarilla, en el municipio de Pachuca de Soto"	TRUE
849	13048	"Pachuca de Soto"	"Vialidades Urbanas"	3542581.88	NA	2024	"Rehabilitación de callejón Rafael Lavista, San Clemente- Patoni, municipio de Pachuca de Soto"	TRUE
850	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5568108.54	NA	2024	"Rehabilitación de calle 1, Col. Javier Rojo Gómez, municipio de Pachuca de Soto"	TRUE
851	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5811340.82	NA	2024	"Rehabilitación de las calles Emiliano Zapata y Juan de Dios Peza, Col. Cuauhtémoc, en el municipio de Pachuca de Soto"	TRUE
852	13048	"Pachuca de Soto"	"Vialidades Urbanas"	9213750.68	NA	2024	"Rehabilitación de Calle Nevado de Popocatépetl, Col. San Cayetano, municipio de Pachuca de Soto"	TRUE
853	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2791212.79	NA	2024	"Rehabilitación de calle Campo Deportivo, col Santa Julia, municipio de Pachuca de Soto"	TRUE
854	13048	"Pachuca de Soto"	"Vialidades Urbanas"	9058876.57	NA	2024	"Rehabilitación de calles de Altamirano a Observatorio, Barrio El Atorón, La Palma, en el municipio de Pachuca de Soto"	TRUE
855	13048	"Pachuca de Soto"	"Vialidades Urbanas"	14035293.12	NA	2024	"Rehabilitación de calle Terreristas en la Col. Cubitos, municipio de Pachuca de Soto"	TRUE
856	13048	"Pachuca de Soto"	"Vialidades Urbanas"	15605432.21	NA	2024	"Rehabilitación de la Av. Miguel Hidalgo en la localidad de Santiago Tlapacoya, en el municipio de Pachuca de Soto"	TRUE
857	13048	"Pachuca de Soto"	"Vialidades Urbanas"	13670074.11	NA	2024	"Reconstrucción con concreto hidráulico de calle Antiguo Camino FFCC a entroncar con Blvd. Nuevo Hidalgo en la col. Villas de Pachuca, en el municipio de Pachuca de Soto."	TRUE
858	13048	"Pachuca de Soto"	"Vialidades Urbanas"	23020998.95	NA	2024	"Rehabilitación asfáltica del Boulevard Panorámico, en el municipio de Pachuca de Soto"	TRUE
859	13048	"Pachuca de Soto"	"Vialidades Urbanas"	4077473.38	NA	2024	"Rehabilitación de callejón Quintana Roo; Barrio El Mosco, en el municipio de Pachuca de Soto ."	TRUE
860	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2826136.34	NA	2024	"Pavimentación asfáltica de Av. de la Plata y Av. de Las Torres, en la Colonia El Palmar, municipio de Pachuca de Soto"	TRUE
861	13048	"Pachuca de Soto"	"Vialidades Urbanas"	930668.63	NA	2024	"Terminación de pavimentación hidráulica en la Calle Zafiro, de la Col. Punta Krystal, municipio de Pachuca de Soto"	TRUE
862	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5139991.05	NA	2024	"Reconstrucción de concreto hidráulico en Calle Venustiano Carranza, en la Col. Buenos Aires, municipio de Pachuca de Soto"	TRUE
863	13048	"Pachuca de Soto"	"Vialidades Urbanas"	3489396.57	NA	2024	"Rehabilitación de carpeta asfáltica de la Calle Plan de San Luis en Col. 20 de Noviembre 2da. etapa, municipio de Pachuca de Soto"	TRUE
864	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5944803.75	NA	2024	"Rehabilitación de Calle Hermenegildo Galeana entronque con Neptuno, Bo. El Arbolito, municipio de Pachuca de Soto"	TRUE
865	13048	"Pachuca de Soto"	"Vialidades Urbanas"	11711263.3	NA	2024	"Rehabilitación de Calle 14 de febrero, Col. San Antonio El Desmonte, municipio de Pachuca de Soto"	TRUE
866	13048	"Pachuca de Soto"	"Vialidades Urbanas"	9746675.86	NA	2024	"Rehabilitación de carpeta asfáltica en Boulevard Pachuca - Pachuquilla (IMSS - Amaque) dos cuerpos, municipio de Pachuca de Soto"	TRUE
867	13048	"Pachuca de Soto"	"Vialidades Urbanas"	12208713.55	NA	2024	"Reconstrucción de la vialidad de acceso al CRIT y Casa de la Niña, en el municipio de Pachuca."	TRUE
868	13048	"Pachuca de Soto"	"Infraestructura Carretera"	266856944.33	NA	2024	"Pavimentación con concreto hidráulico Blvd. Everardo Márquez del Km. 0+000 al 5+800 de Puente Tuzos - Rio de las Avenidas (dos cuerpos)."	TRUE
869	13048	"Pachuca de Soto"	"Vialidades Urbanas"	7831703.58	NA	2024	"Rehabilitación de calles de acceso Valle de San Javier entronque Río de las Avenidas, Pachuca de Soto"	FALSE
870	13048	"Pachuca de Soto"	"Vialidades Urbanas"	16356187.17	NA	2024	"Rehabilitación de la Av. Solidaridad del km 0+000 al km 0+900, en el municipio de Pachuca de Soto"	FALSE
871	13048	"Pachuca de Soto"	"Vialidades Urbanas"	7282315.28	NA	2024	"Rehabilitación de avenida Corona del Rosal, conjunto habitacional Juan C. Doria en el municipio de Pachuca de Soto"	TRUE
872	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5559566.32	NA	2024	"Rehabilitación de Av. Federalismo, colonia El Palmar, en el municipio de Pachuca (segunda etapa)"	TRUE
873	13048	"Pachuca de Soto"	"Vialidades Urbanas"	3509851.8	NA	2024	"Reconstrucción de pavimento de concreto hidráulico en calle San Martín de Porres, Pachuca de Soto"	TRUE
874	13048	"Pachuca de Soto"	"Vialidades Urbanas"	923928.4	NA	2024	"Reconstrucción en calle Nicolás Flores, colonia centro, Pachuca de Soto"	FALSE
875	13048	"Pachuca de Soto"	"Vialidades Urbanas"	6555667.43	NA	2024	"Reconstrucción de pavimento asfáltico en calle Campo de Tiro, municipio de Pachuca de Soto"	FALSE
876	13048	"Pachuca de Soto"	"Espacios Públicos"	2702600.04	NA	2024	"Rehabilitación y mejoramiento de la imagen urbana sobre el Boulevard Felipe Ángeles zona del hospital IMSS en el municipio de Pachuca de Soto."	TRUE
877	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	34168251.17	NA	2024	"Construcción del colector pluvial Real de la Plata, en el municipio de Pachuca de Soto."	TRUE
878	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	2682675.39	NA	2024	"Reparación de tubería de drenaje, Blvd. Río de las Avenidas, en el municipio de Pachuca"	TRUE
879	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	24987511.05	NA	2024	"Construcción del Dren Pluvial Norponiente, en el municipio de Pachuca de Soto."	TRUE
880	13048	"Pachuca de Soto"	"Espacios Públicos"	780045.28	NA	2024	"Mejoramiento del Centro de Justicia para Mujeres del Estado de Hidalgo"	FALSE
881	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	622754.4	NA	2024	"Sistema de captación de agua de lluvia en las instalaciones de la SEMARNATH."	FALSE
882	13048	"Pachuca de Soto"	"Vialidades Urbanas"	20074051.78	NA	2024	"Rehabilitación de avenida Álamo del 0+000 al km 1+020, San Pedro Nopancalco, municipio de Pachuca de Soto"	FALSE
883	13048	"Pachuca de Soto"	"Espacios Públicos"	4270310.31	NA	2024	"Rehabilitación de las instalaciones de Radio y Televisión de Hidalgo ubicadas en el municipio de Pachuca"	TRUE
884	13048	"Pachuca de Soto"	"Espacios Públicos"	10570782.25	NA	2024	"Sustitución de cancelería en fachadas de Palacio de Gobierno del Poder Ejecutivo del Estado de Hidalgo, Segunda Etapa."	TRUE
885	13048	"Pachuca de Soto"	"Espacios Públicos"	3476209.99	NA	2024	"Mejoramiento de la imagen urbana en el exterior del edificio de Gobierno del Estado"	FALSE
886	13048	"Pachuca de Soto"	"Espacios Públicos"	7392847.62	NA	2024	"Modernización de instalaciones de la feria San Francisco, tercera etapa, en el municipio de Pachuca de Soto."	TRUE
887	13048	"Pachuca de Soto"	"Espacios Públicos"	10937970.6	NA	2024	"Construcción del nuevo Centro Regional de Atención al Contribuyente de Hidalgo, en el municipio de Pachuca de Soto ."	FALSE
888	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	13417400.05	NA	2024	"Actualización del Proyecto Ejecutivo del Sistema Integral de Saneamiento en la Zona Metropolitana de Pachuca de Soto, Hidalgo."	FALSE
889	13048	"Pachuca de Soto"	"Espacios Públicos"	3065409.13	NA	2024	"Alumbrado público ciclovia Colosio- -Río de las Avenidas - Rojo Gómez en el municipio de Pachuca de Soto"	FALSE
890	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	42854334.85	NA	2024	"Construcción del dren pluvial Norponiente, en el municipio de Pachuca de Soto."	TRUE
891	13048	"Pachuca de Soto"	"Espacios Públicos"	6997273.69	NA	2024	"Edificación de Oficinas Administrativas de la Policía Industrial Bancaria del Estado de Hidalgo"	FALSE
892	13048	"Pachuca de Soto"	"Espacios Públicos"	5972805.36	NA	2024	"Centro de adiestramiento canino."	FALSE
893	13048	"Pachuca de Soto"	"Espacios Públicos"	2981635.72	NA	2024	"Rehabilitación y mantenimiento del Centro de las Artes de Hidalgo 2da. etapa"	TRUE
894	13048	"Pachuca de Soto"	"Espacios Públicos"	2.9e+09	297848	2025	"Centro Administrativo y de Servicios para el Pueblo (CASP), en el municipio de Pachuca de Soto"	FALSE
