"No.","Municipio_Original","CVEGEO","NOM_MUN","Rubro","Ejercicio","Obra","Localidad","Inversión","Avance","Habitantes beneficiados"
"1249","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2024","Pavimentación hidráulica y construcción de muro de contención en la C.E. acceso a Toctitlán municipio de Tlanchinol","San Salvador",2202862.1,"0.36","538"
"1238","Tlanchinol","13073","Tlanchinol","Infraestructura Hídrica","2024","PTAR Chichatla.- Reposición de muro de mampostería en laguna de oxidación desazolve de laguna de oxidación y reposición de filtro geomembrana y plantas macrófitos reposición de 25 m de muro de mampostería y malla ciclónica de 2.00 m en cercado perimetral. ","Chichatla",356800.89,"1","1217"
"1251","Tlanchinol","13073","Tlanchinol","Infraestructura Hídrica","2022","Construcción de sistema de alcantarillado (PTAR) Santa María Catzotipan (Santa María Tepetzintla) etapa diez de diez","Santa María Catzotipan (Santa María Tepetzintla)",2459648.64,"1","2552"
"1239","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del acceso a Chipoco del km 0+000 al km 1+500 en el municipio de Tlanchinol.","Chipoco",3869036.17,"1","1002"
"1240","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2024","Rehabilitación de camino E.C. de Tlanchinol a Hueyapa a Cuatlimax del Km 0.000 al Km 10.000 en el municipio de Tlanchinol.","Cuatlimax",7849636.51,"0.96","2143"
"1250","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2024","Rehabilitación de la carretera de Temango a Santa Lucía a Pahuayo municipio de Tlanchinol","Santa Lucía",9459810.54,"0.4","687"
"1242","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Ampliación de camino rural en Tlanchinol localidad Jalpa.","Jalpa",2821969.05,"1","1156"
"1243","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del tramo E.C. (Xuchitlan) - Jalpa del Km 0+000 al Km 6+000 en el municipio de Tlanchinol.","Jalpa",5254434.39,"1","NA"
"1244","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2024","Modernización y ampliación del camino rural Huazalingo - Tlanchinol del Km 0+000 al 26+000 subtramo del Km 12+380 al Km 13+330 en la localidad de Olotla municipio de Tlanchinol .","Olotla",14195502.92,"0.97","1393"
"1241","Tlanchinol","13073","Tlanchinol","Infraestructura Hídrica","2022","Construcción de planta de tratamiento en Hueyapa municipio de Tlanchinol etapa dos de tres","Hueyapa",2169061.01,"1","1472"
"1246","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del tramo San Miguel - Xaltipa - Lontla del Km 0+000 al Km 7+000 en el municipio de Tlanchinol","San Miguel",5463278.17,"1","589"
"1260","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2024","Rehabilitación de camino E.C. de Tlanchinol a Apantlazol tramo Chichatla a Xochititla del Km 0.000 al Km 10.000 en el municipio de Tlanchinol.","Varias",7854223.17,"0.96","NA"
"1261","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2024","Reconstrucción de la C.E. Tlanchinol a Hueyapa a Temango en el municipio de Tlanchinol","Varias",10684193.4,"0.65949999999999998","NA"
"1253","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2024","Rehabilitación del camino a Tierra Colorada municipio de Tlanchinol","Tierra Colorada",9610870.37,"0.4","345"
"1254","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Pavimentación del Camino Rural E.C.F. Acatempa - San Salvador -Tianguis - Tlalnepanco - Tehuetlan en el Municipio de Tlanchinol.","Tlanchinol",12436875.74,"1","NA"
"1255","Tlanchinol","13073","Tlanchinol","Vialidades Urbanas","2023","Pavimentación de acceso a la Universidad Benito Juárez Plantel Tlanchinol","Tlanchinol",4410268.33,"1","6117"
"1252","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2024","Rehabilitación de la C.E.(E.C. Pachuca-Tempoal) - Santa María municipio de Tlanchinol","Santa María Catzotipan (Santa María Tepetzintla)",6918273.11,"0.89300000000000002","2552"
"1257","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del tramo Toctitlán - Tianguis del Km 0+000 al Km 7+000.","Toctitlán",5512853.14,"1","1007"
"1258","Tlanchinol","13073","Tlanchinol","Vivienda Asequible","2022","Construcción de cuarto dormitorio en el municipio de Tlanchinol","Varias",1021537.76,"1","NA"
"1259","Tlanchinol","13073","Tlanchinol","Vivienda Asequible","2022","Construcción de Cuarto Dormitorio en el municipio de Tlanchinol","Varias",1976726.78,"1","NA"
"1256","Tlanchinol","13073","Tlanchinol","Espacios Públicos","2024","Remodelación de las Instalaciones de la Estación de Radio y Televisión XHIND 94.1 FM en el Municipio de Tlanchinol.","Tlanchinol",2306632.14,"0.96","6117"
"1245","Tlanchinol","13073","Tlanchinol","Infraestructura Carretera","2023","Rehabilitación del tramo E.C. (Orizatlán - San José) - Rancho Nuevo del km 0+000 al km 2+000 en el municipio de Tlanchinol.","Rancho Nuevo",1568807.37,"0.97","111"
"1262","Tlaxcoapan","13074","Tlaxcoapan","Espacios Públicos","2023","Rehabilitación del Auditorio de la Comunidad de Doxey en el municipio de Tlaxcoapan","Doxey",3035457.75,"1","7990"
"1263","Tlaxcoapan","13074","Tlaxcoapan","Vialidades Urbanas","2023","Pavimentación asfáltica del acceso a la Unidad Deportiva de Doxhey","Doxey",1113623.8,"1","NA"
"1264","Tlaxcoapan","13074","Tlaxcoapan","Vialidades Urbanas","2023","Pavimentación asfáltica del acceso a panteón de Doxey municipio de Tlaxcoapan","Doxey",2108474.43,"1","NA"
"1265","Tlaxcoapan","13074","Tlaxcoapan","Vialidades Urbanas","2023","Pavimentación hidráulica Av. 16 de Septiembre colonia Centro en el municipio de Tlaxcoapan.","Tlaxcoapan",5630812.83,"1","14689"
"1266","Tlaxcoapan","13074","Tlaxcoapan","Infraestructura Hídrica","2024","Construcción de tanque elevado capacidad de 250 m3 pozo 1 y 2 ""El Bojayito"" Los Tepetates municipio de Tlaxcoapan","Tlaxcoapan",19485873.96,"0.71","14689"
"1267","Tlaxcoapan","13074","Tlaxcoapan","Vialidades Urbanas","2025","Construcción de pavimentación hidráulica y drenaje pluvial en Av. Francisco I. Madero en el municipio de Tlaxcoapan","Tlaxcoapan",31315867.55,"0","NA"
"1268","Tolcayuca","13075","Tolcayuca","Vialidades Urbanas","2023","Pavimentación de vialidad en calle Epitacio Mendoza del 0+000 al 0+761 en el municipio de Tolcayuca","Tolcayuca",4724184.52,"1","8966"
"1271","Tolcayuca","13075","Tolcayuca","Infraestructura Hídrica","2024","Rehabilitación de planta de tratamiento de aguas residuales en Tolcayuca.","Tolcayuca",7531276.96,"0.1993","NA"
"1269","Tolcayuca","13075","Tolcayuca","Vialidades Urbanas","2023","Pavimentación de vialidad en calle Cuauhtémoc en la colonia Centro en el municipio de Tolcayuca Hidalgo.","Tolcayuca",4320321.46,"1","NA"
"1270","Tolcayuca","13075","Tolcayuca","Espacios Públicos","2024","Remodelación de campo de beisbol ""Vicente Guerrero"" en el municipio de Tolcayuca.","Tolcayuca",3598554.84,"0.98","8966"
"1272","Tolcayuca","13075","Tolcayuca","Vialidades Urbanas","2025","Continuación de la pavimentación hidráulica de la calle Cuauhtémoc en el municipio de Tolcayuca","Tolcayuca",4121749.54,"0","NA"
"1274","Tula De Allende","13076","Tula de Allende","Infraestructura Hídrica","2023","Ampliación del sistema de agua potable en la localidad de Nantzha etapa tres de tres Tula de Allende.","Nantzha",2715890.48,"1","1944"
"1275","Tula De Allende","13076","Tula de Allende","Infraestructura Hídrica","2023","Mejoramiento y adecuación de la red de alcantarillado del Centro del Municipio de Tula de Allende	","Tula de Allende",46999751.91,"0.68","29390"
"1276","Tula De Allende","13076","Tula de Allende","Espacios Públicos","2023","Rehabilitación en fachadas y policarbonato del CRIRH sede Tula de Allende.","Tula de Allende",325913.62,"1","NA"
"1277","Tula De Allende","13076","Tula de Allende","Espacios Públicos","2022","Mejoramiento del CERESO de Tula de Allende","Tula de Allende",1550404.23,"1","NA"
"1278","Tula De Allende","13076","Tula de Allende","Espacios Públicos","2024","Mejoramiento y ampliación al CERESO Tula de Allende","Tula de Allende",12419825.48,"0.89419999999999999","29390"
"1282","Tula De Allende","13076","Tula de Allende","Espacios Públicos","2024","Construcción de puente peatonal El Chamizal San Marcos - El Carmen en el municipio de Tula de Allende","Varias",8193466.15,"0.40799999999999997","NA"
"1279","Tula De Allende","13076","Tula de Allende","Infraestructura Hídrica","2022","Adecuación puesta en marcha y estabilización de 5 plantas potabilizadoras y 2 desgasificadoras de la región Tula-Tepetitlán (etapa 1 de 3)","Varias",5000000,"1","29390"
"1280","Tula De Allende","13076","Tula de Allende","Infraestructura Carretera","2023","Reconstrucción de la C.E. Tula de Allende - Zaragoza en el municipio de Tula de Allende","Varias",29874193.4,"1","NA"
"1273","Tula De Allende","13076","Tula de Allende","Vialidades Urbanas","2023","Reconstrucción de pavimento asfaltico de avenida Liberación Nacional en la localidad de El Llano Primera Sección municipio de Tula de Allende","El Llano",3229129.64,"1","17332"
"1283","Tula De Allende","13076","Tula de Allende","Infraestructura Hídrica","2024","Construcción de Pozo profundo ""El Varal"" para uso urbano de la localidad de Xochitlán de las Flores Tula de Allende Hgo.","Xochitlán de las Flores",3147435.57,"0.22919999999999999","NA"
"1284","Tula De Allende","13076","Tula de Allende","Infraestructura Carretera","2024","Reconstrucción de la carretera Tula - Xochitlán en el municipio de Tula de Allende","Xochitlán de Las Flores",15478031.99,"1","1773"
"1281","Tula De Allende","13076","Tula de Allende","Vialidades Urbanas","2023","Reconstrucción de acceso a las col. de Satelite Violetas Galaxia I y Galaxia II en el municipio de Tula de Allende.","Varias",13416901.14,"0.42149999999999999","NA"
"1285","Tula De Allende, Atotonilco De Tula, Atitalaquia, Tlaxcoapan, Tlahuelilpan, Ajacuba, Tetepango, Tezontepec De Aldama, Mixquiahuala De Juarez Y Progreso De Obregon","NA","NA","Infraestructura Hídrica","2024","Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado primera etapa","Tula de allende Atotonilco de Tula Atitalaquia Tlaxcoapan Tlahuelilpan Ajacuba Tetepango Tezontepec de Aldama Mixquiahuala de Juárez y Progreso de Obregón",10937986.84,"0.32900000000000001","0"
"1287","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Hídrica","2022","Construcción del sistema de agua potable para beneficiar a la localidad de Santa Ana Hueytlalpan en el municipio de Tulancingo de Bravo","Santa Ana Hueytlalpan",247799.94,"1","NA"
"1291","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Hídrica","2024","Construcción del sistema de alcantarillado sanitario en la localidad de Tepalzingo municipio de Tulancingo de Bravo","Tepalzingo",4320068.04,"1","516"
"1288","Tulancingo De Bravo","13077","Tulancingo de Bravo","Vivienda Asequible","2022","Construcción de cuarto dormitorio en el municipio de Tulancingo de Bravo","Santa Ana Hueytlalpan",879000.99,"1","NA"
"1289","Tulancingo De Bravo","13077","Tulancingo de Bravo","Vialidades Urbanas","2023","Construcción de pavimentación hidráulica en la calle de acceso al IMSS Subdelegación Tulancingo en el municipio de Tulancingo","Santa María El Chico",1751460.85,"1","749"
"1290","Tulancingo De Bravo","13077","Tulancingo de Bravo","Vialidades Urbanas","2024","Terminación de la pavimentación del acceso al IMSS en el municipio de Tulancingo de Bravo","Santa María El Chico",346209.45,"1","5308"
"1286","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Hídrica","2022","Construcción del pozo profundo de agua potable para beneficiar a la localidad de Santa Ana Hueytlalpan en el municipio de Tulancingo de Bravo","Santa Ana Hueytlalpan",3194507.3,"1","5231"
"1300","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Carretera","2024","Rehabilitación de la carretera paso por Tulancingo municipio de Tulancingo de Bravo","Tulancingo",16820133.61,"0.98499999999999999","NA"
"1301","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Carretera","2024","Reubicación de línea media tensión crucero Tulancingo - Jaltepec y obras adicionales en el municipio de Tulancingo de Bravo.","Tulancingo",24405887.4,"0.63800000000000001","NA"
"1302","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Hídrica","2024","Estudios y proyectos para la recarga artificial de acuíferos sobreexplotados Valle de Tulancingo ","Tulancingo de Bravo",6173144.7,"0.71","NA"
"1303","Tulancingo De Bravo","13077","Tulancingo de Bravo","Espacios Públicos","2024","Trabajos complementarios para la Unidad Básica de Rehabilitación (UBR) de Tulancingo de Bravo","Tulancingo de Bravo",21418953.83,"0.08","NA"
"1304","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Carretera","2024","Reconstrucción del libramiento Tulancingo - Metepec en el municipio de Tulancingo de Bravo","Zototlán",31323293.11,"0.89209999999999989","2248"
"1292","Tulancingo De Bravo","13077","Tulancingo de Bravo","Espacios Públicos","2023","Mejoramiento de la base de operaciones mixtas de la Secretaría de Seguridad Pública de Hidalgo en Tulancingo de Bravo Hgo.","Tulancingo",3786797.48,"0.96","NA"
"1293","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Carretera","2023","Rehabilitación de la Carretera Estatal paso por Tulancingo.","Tulancingo",31504589.26,"1","106163"
"1294","Tulancingo De Bravo","13077","Tulancingo de Bravo","Infraestructura Carretera","2023","Construcción del Distribuidor Vial Entronque Carretera Federal Tuxpan - Jaltepec en el Municipio de Tulancingo de Bravo.","Tulancingo",161171588.59,"0.57700000000000007","NA"
"1295","Tulancingo De Bravo","13077","Tulancingo de Bravo","Vialidades Urbanas","2023","Pavimentación asfáltica de acceso a Base de Operaciones Mixtas Tulancingo.","Tulancingo",4837482.05,"1","NA"
"1296","Tulancingo De Bravo","13077","Tulancingo de Bravo","Vialidades Urbanas","2023","Construcción de pavimentación hidráulica en la calle Ana Lamanche en el municipio de Tulancingo","Tulancingo",1715506.09,"1","NA"
"1297","Tulancingo De Bravo","13077","Tulancingo de Bravo","Vialidades Urbanas","2023","Pavimentación hidráulica de calle del Moral entre Río y calle Bugambilia col. El Paraíso municipio de Tulancingo","Tulancingo",2903814,"1","NA"
"1298","Tulancingo De Bravo","13077","Tulancingo de Bravo","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de Tulancingo de Bravo","Tulancingo",661424.3,"0","NA"
"1299","Tulancingo De Bravo","13077","Tulancingo de Bravo","Espacios Públicos","2024","Rehabilitación de CGI de Tulancingo","Tulancingo",792325.84,"1","106163"
"1336","Varios","NA","NA","Infraestructura Hídrica","2024","Bacheo emergente de reposición de pavimento de concreto hidráulico asfáltico u otros por trabajos de la CAASIM Zona 3-2024","Varias",2320000,"En proceso de adjudicación","NA"
"1338","Varios","NA","NA","Infraestructura Hídrica","2024","Cercados con malla ciclónica en los bienes inmuebles no propiedad de la CAASIM-2024","Varias",1493082.54,"0.4","NA"
"1339","Varios","NA","NA","Infraestructura Hídrica","2024","Cercados con malla ciclónica en los bienes inmuebles propiedad de la CAASIM-2024","Varias",397034.84,"0.63","NA"
"1340","Varios","NA","NA","Infraestructura Hídrica","2024","Sustitución de líneas de alcantarillado en zona de influencia de CAASIM.","Varias",15000000,"en proceso de validación","NA"
"1341","Varios","NA","NA","Infraestructura Hídrica","2024","Equipamiento para el mantenimiento preventivo y correctivo de Infraestructura Sanitaria y su Bacheo","Varias",1353272.24,"En proceso de validación","NA"
"1342","Varios","NA","NA","Infraestructura Hídrica","2024","Construcción ampliación rehabilitiación y reubicación de descargas domiciliarias red de atarjeas y colectores en la zona de influencia de la CAASIM-2024","Varias",2958147.52,"1","NA"
"1343","Varios","NA","NA","Infraestructura Hídrica","2024","Equipamiento para el Tratamiento de Aguas Residuales","Varias",6935638.84,"En proceso de validación","NA"
"1344","Varios","NA","NA","Infraestructura Hídrica","2024","Equipamiento apra medir la calidad del agua Potable que se entrega a la Población","Varias",644834.72,"En proceso de validación","NA"
"1346","Varios","NA","NA","Infraestructura Hídrica","2024","Equipamiento para la potablización de agua que se entrega a la Población","Varias",665869,"En proceso de validación","NA"
"1347","Varios","NA","NA","Infraestructura Hídrica","2024","Equipo para determinar la Demanda Biológica de Oxigeno (DBO) para muestreo de aguas residuales","Varias",35000,"0.95","NA"
