"ID"	"No."	"NOM_MUN"	"Rubro"	"Ejercicio"	"Obra"	"Localidad"	"Habitantes beneficiados"	"Ejecutora"	"Trabajos"	"tiene_geo"
"1015_San Felipe Orizatlán"	1015	"San Felipe Orizatlán"	"Espacios Públicos"	2024	"Rehabilitación de CGI de San Felipe Orizatlán."	"Huextetitla"	188	"DGOPI"	"Considera trabajos en infraestructura del Espacio Público en la localidad Huextetitla en el municipio de San Felipe Orizatlán."	TRUE
"1016_San Felipe Orizatlán"	1016	"San Felipe Orizatlán"	"Infraestructura Carretera"	2024	"Rehabilitación del C.R. Hueytlale - Petlácatl Comunal - Zacapilol, municipio de San Felipe Orizatlán"	"Hueytlale"	263	"DGOPI"	"Considera los trabajos de preliminares, revestimiento de camino en la localidad de Hueytlale municipio de San Felipe Orizatlán"	TRUE
"1017_San Felipe Orizatlán"	1017	"San Felipe Orizatlán"	"Infraestructura Carretera"	2023	"Rehabilitación del tramo: Nexpa-Monte Grande, del km 0+000 al km 12+700, en el municipio de San Felipe Orizatlán."	"Nexpa"	375	"DGOPI"	"Se consideran trabajos de revestimiento, cunetas y limpieza de cunetas."	TRUE
"1018_San Felipe Orizatlán"	1018	"San Felipe Orizatlán"	"Infraestructura Carretera"	2023	"Reconstrucción de la C.E. Piedra Hincada - Las Piedras, en el Municipio de San Felipe Orizatlán."	"San Felipe Orizatlán"	1487	"DGCCE"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de San Felipe Orizatlán municipio de San Felipe Orizatlán"	TRUE
"1019_San Felipe Orizatlán"	1019	"San Felipe Orizatlán"	"Infraestructura Carretera"	2023	"Construcción del camino Santa Ana - La Labor"	"Santa Ana"	1085	"DGCCE"	"Considera los trabajos deshierve, terracerías, estabilización de sub-rasante, base, riego de impregnación, pavimentación, cunetas, obras de drenaje y vado, señalamiento horizontal."	TRUE
"102_Atlapexco"	102	"Atlapexco"	"Infraestructura Carretera"	2023	"Rehabilitación del tramo: E.C. (Huejutla-Atlapexco) -Ixtacuayo, del km 0+000 al km 2+000; en el municipio de Atlapexco."	"Ixtacuayo"	165	"DGCCE"	"Se consideran trabajos de revestimiento, cunetas y limpieza de cunetas."	TRUE
"1020_San Felipe Orizatlán"	1020	"San Felipe Orizatlán"	"Infraestructura Carretera"	2023	"Construye Tu Camino del acceso a Santa Rosa Tetlama E.C. San Felipe Orizatlán - Huejutla, en el municipio de San Felipe Orizatlán"	"Santa Rosa Tetlama"	1721	"DGCCE"	"Considera los trabajos de construcción de huellas de concreto hidráulico y empedrado en la localidad, el cual consta de terracerías y pisos de concreto."	TRUE
"1021_San Felipe Orizatlán"	1021	"San Felipe Orizatlán"	"Infraestructura Carretera"	2023	"Modernización del camino rural de Talapiz a Talol, tramo: del Km. 8+400 al Km. 10+600; en el municipio de San Felipe Orizatlán"	"Talol"	1437	"DGCCE"	"Considera los trabajos de modernización del camino rural en la localidad de Talol municipio de San Felipe Orizatlán."	TRUE
"1022_San Felipe Orizatlán"	1022	"San Felipe Orizatlán"	"Infraestructura Carretera"	2023	"Pavimentación del camino rural Teoxtitla - San Felipe; en el municipio de San Felipe Orizatlán."	"Teoxtitla"	433	"DGCCE"	"considera los trabajos de escarificado, riego de impregnación, carpeta de concreto hidráulico, obras complementarias, señalamiento."	TRUE
"1023_San Felipe Orizatlán"	1023	"San Felipe Orizatlán"	"Infraestructura Carretera"	2024	"Rehabilitación de camino Texcatla a límites del estado S.L.P., del km 0.000 al km 2.000, en el municipio de San Felipe Orizatlán."	"Texcatla"	410	"DGOPI"	"Considera los trabajos de preliminares, revestimiento de camino en la localidad de Texcatla municipio de San Felipe Orizatlán"	TRUE
"1024_San Felipe Orizatlán"	1024	"San Felipe Orizatlán"	"Infraestructura Carretera"	2024	"Rehabilitación del C.R. Tultitlán - E.C. (San Felipe-Tamazunchale), municipio de San Felipe Orizatlán."	"Tultitlán"	318	"DGOPI"	"Considera los trabajos de preliminares, revestimiento de camino en la localidad de Tultitlán municipio de San Felipe Orizatlán"	TRUE
"1027_San Salvador"	1027	"San Salvador"	"Infraestructura Hídrica"	2023	"Terminación de perforación de pozo para agua potable para la localidad de Cerro Blanco, San Salvador"	"Cerro Blanco"	230	"CEAA"	"Considera los trabajos de preliminares, perforación de pozo en la localidad de  Cerro Blanco municipio de San salvador"	TRUE
"1028_San Salvador"	1028	"San Salvador"	"Infraestructura Hídrica"	2022	"Construcción de red de alcantarillado sanitario en Bocaja, San Salvador etapa dos de dos"	"Bocaja"	659	"CEAA"	"Considera los trabajos de excavaciones y rellenos, descargas domiciliarias, red de alcantarillado."	TRUE
"1029_San Salvador"	1029	"San Salvador"	"Vialidades Urbanas"	2023	"Construcción de andador en San Salvador en la localidad Caxuxi, camino Caxuxi - San Salvador"	"Caxuxi"	3089	"DGOPI"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en la localidad de Caxuxi muncipio de San Salvador"	TRUE
"103_Atlapexco"	103	"Atlapexco"	"Infraestructura Carretera"	2023	"Rehabilitación del tramo E.C. (Acceso a Yahualica)-Pahactla -Santo Tomas-Xancaltitla, del km 0+000 al km 4+700; en el municipio de Atlapexco."	"Pahactla"	1508	"DGCCE"	"Se consideran trabajos de revestimiento, cunetas y limpieza de cunetas."	TRUE
"1030_San Salvador"	1030	"San Salvador"	"Vialidades Urbanas"	2024	"Continuación de la construcción de andador en San Salvador en la localidad Caxuxi, camino Caxuxi - San Salvador"	"Caxuxi"	3089	"DGOPI"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en la localidad de Caxuxi muncipio de San Salvador"	TRUE
"1031_San Salvador"	1031	"San Salvador"	"Infraestructura Hídrica"	2022	"Perforación exploratoria de pozo para agua potable para la localidad de Cerro Blanco"	"Cerro Blanco"	230	"CEAA"	"Considera los trabajos de preliminares, perforación de pozo en la localidad de Cerro Blanco municipio de San Salvador"	TRUE
"1033_San Salvador"	1033	"San Salvador"	"Infraestructura Hídrica"	2023	"Construcción de red de distribución en Demacú municipio de San Salvador, etapa una de tres"	"Demacu"	976	"CEAA"	"Considera los trabajos de Red de distribución instalación de tubería de PUC 4” y 2” de diámetro."	TRUE
"1034_San Salvador"	1034	"San Salvador"	"Infraestructura Hídrica"	2024	"Construcción de sistema de agua potable en Demacú municipio de San Salvador. (Terminación)"	"Demacu"	976	"CEAA"	"Considera los trabajos de líneas de distribución con la instalación de tubería, tomas domiciliarias. en la localidad de Demacu municipio de  San Salvador"	TRUE
"1035_San Salvador"	1035	"San Salvador"	"Infraestructura Carretera"	2022	"Reconstrucción de carretera Demacú - San Salvador, Demacú municipio de San Salvador"	"Demacu"	976	"DGCCE"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Demacú municipio de San Salvador"	TRUE
"1037_San Salvador"	1037	"San Salvador"	"Vialidades Urbanas"	2022	"Construcción de pavimentación asfáltica de calle La Capilla, El Mothe, municipio de San Salvador"	"El Mothe"	483	"DGCCE"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1038_San Salvador"	1038	"San Salvador"	"Vialidades Urbanas"	2023	"Pavimentación asfáltica de la calle Niños Héroes en la localidad El Mothé en el municipio de San Salvador."	"El Mothé"	483	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1039_San Salvador"	1039	"San Salvador"	"Vialidades Urbanas"	2024	"Construcción de pavimentación asfáltica en camino sin nombre, localidad El Olvera, municipio de San Salvador"	"El Olvera"	1162	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"104_Atlapexco"	104	"Atlapexco"	"Infraestructura Carretera"	2024	"Construcción de pavimentación hidráulica del camino Pahactla a Atlapexco en el municipio de Atlapexco."	"Pahactla"	1508	"DGCCE"	"Considera los trabajos de preliminares y pavimento hidráulico."	TRUE
"1040_San Salvador"	1040	"San Salvador"	"Vialidades Urbanas"	2023	"Construcción de pavimentación hidráulica en municipio de San Salvador, localidad El Tablón, camino por el canal"	"El Tablón"	610	"DGIVC"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto Hidráulico, en la localidad de El Tablón municipio de  San Salvador"	TRUE
"1041_San Salvador"	1041	"San Salvador"	"Vialidades Urbanas"	2024	"Pavimentación hidráulica en Avenida Remedios y calle Héroes de la Independencia, Localidad El Tablón, en el municipio de San Salvador"	"El Tablón"	610	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1042_San Salvador"	1042	"San Salvador"	"Vialidades Urbanas"	2023	"Construcción de pavimentación hidráulica en municipio de San Salvador, localidad Francisco Villa calle Sin Nombre."	"Francisco Villa"	184	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1043_San Salvador"	1043	"San Salvador"	"Vialidades Urbanas"	2024	"Construcción de Pavimentación asfáltica en calle Pedro María Anaya, en la localidad de La Palma, municipio de San Salvador"	"La Palma"	187	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1044_San Salvador"	1044	"San Salvador"	"Infraestructura Hídrica"	2022	"Proyecto de agua potable, en la localidad de San Antonio Abad, municipio de San Salvador, Hidalgo."	"San Antonio Abad"	265	"CEAA"	"Considera los trabajos de proyecto conceptual y proyecto ejecutivo."	TRUE
"1045_San Salvador"	1045	"San Salvador"	"Infraestructura Carretera"	2023	"Construcción de pavimentación asfáltico en San Salvador localidad San Antonio Abad camino por El Canal."	"San Antonio Abad"	265	"DGOPI"	"Considera los trabajos de la operación de escarificación, disgregado,  suministro y aplicación de riego de liga con emulsión asfáltica."	TRUE
"1046_San Salvador"	1046	"San Salvador"	"Infraestructura Hídrica"	2022	"Construcción de sistema de agua potable San Antonio Zaragoza, Poxindeje de Morelos y Bocaja, municipio de San Salvador, estado de Hidalgo, etapa una de dos."	"San Antonio Zaragoza"	3607	"CEAA"	"Considera los trabajos de líneas de distribución con la instalación de tubería, tomas domiciliarias. en la localidad de San Antonio Zaragoza municipio de  San Salvador"	TRUE
"1048_San Salvador"	1048	"San Salvador"	"Infraestructura Hídrica"	2023	"Construcción de ampliación de red de drenaje colector, localidad de San Miguel Acambay, municipio de San Salvador."	"San Miguel Acambay"	NA	"CEAA"	"Considera los trabajos de excavaciones y rellenos, descargas domiciliarias, pozos de visita, red de drenaje."	TRUE
"1049_San Salvador"	1049	"San Salvador"	"Infraestructura Hídrica"	2023	"Construcción de ampliación de red de drenaje colector, localidad de San Miguel Acambay, municipio de San Salvador."	"San Miguel Acambay"	1049	"CEAA"	"Considera los trabajos de excavaciones y rellenos, descargas domiciliarias, pozos de visita, red de drenaje."	TRUE
"105_Atlapexco"	105	"Atlapexco"	"Infraestructura Carretera"	2023	"Construcción de muros de contención en la comunidad de Tecolotitla; en el municipio de Atlapexco"	"Tecolotitla"	969	"DGCCE"	"Considera en los trabajos la construcción de muros de contención en la Localidad de Tecolotitla."	TRUE
"1050_San Salvador"	1050	"San Salvador"	"Infraestructura Carretera"	2024	"Construcción de drenaje sanitario y reposición de carpeta asfáltica, San Miguel Acambay - Pacheco de Allende, en el municipio de San Salvador."	"San Miguel Acambay"	1049	"DGOPI"	"Reposición de Carpeta Asfáltica en la localidad de San Miguel Acambay en el municipio de San Salvador."	TRUE
"1051_San Salvador"	1051	"San Salvador"	"Infraestructura Carretera"	2023	"Reconstrucción de carpeta asfáltica de la Carretera San Salvador-San Miguel Acambay, municipio de San Salvador"	"San Salvador"	1107	"DGOPI"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de San Salvador municipio de San Salvador"	TRUE
"1053_San Salvador"	1053	"San Salvador"	"Vialidades Urbanas"	2024	"Construcción de pavimento asfáltico en calle Caxpojay, en el municipio de San Salvador"	"San Salvador"	1107	"DGIVC"	"Contempla los siguientes trabajos: preliminares, terracerías, sub base, base hidráulica, renivelación de pozos de visita, pavimento asfaltico, guarniciones y banquetas y mampara informativa."	TRUE
"1054_San Salvador"	1054	"San Salvador"	"Vialidades Urbanas"	2023	"Construcción de pavimentación asfáltica calle Juárez, localidad de Teofani; municipio de San Salvador."	"Teofani"	1302	"DGOPI"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1055_San Salvador"	1055	"San Salvador"	"Vialidades Urbanas"	2022	"Construcción de pavimento asfáltico Av. Los Hidalgos, Teofani, municipio de San Salvador"	"Teofani"	1302	"DGCCE"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado,  en el municipio de San Salvador"	TRUE
"1056_San Salvador"	1056	"San Salvador"	"Infraestructura Hídrica"	2024	"Equipamiento electromecánico de pozo profundo y rehabilitación del sistema de agua potable localidad del Vixtha de Madero, municipio de San Salvador"	"Vixtha de Madero"	674	"CEAA"	"Considera los trabajos para la rehabilitación y equipamiento de pozo en la localidad de  Vixtha de Madero municipio de San Salvador"	TRUE
"1057_San Salvador"	1057	"San Salvador"	"Infraestructura Hídrica"	2023	"Sustitución de líneas de conducción y alimentación de agua potable, en la localidad de Xuchitlán,"	"Xuchitlán"	904	"CEAA"	"Construcción de atraques de concreto e inició la construcción de las cajas de operación de válvulas."	TRUE
"1058_San Salvador"	1058	"San Salvador"	"Infraestructura Hídrica"	2022	"Eficientización de la Energía para el Bombeo de Agua en Pozos de Uso Público Urbano a través de Sistemas Fotovoltaicos, para el Sistema de Agua Potable en Xuchitlán, municipio de San Salvador"	"Xuchitlán"	904	"SIPDUS"	"Considera los trabajos de líneas de distribución con la instalación de tubería, tomas domiciliarias. en la localidad de Xuchitlán municipio de  San Salvador"	TRUE
"1059_San Salvador"	1059	"San Salvador"	"Vialidades Urbanas"	2022	"Pavimentación asfáltica Avenida Benito Juárez, Xuchitlán, municipio de San Salvador"	"Xuchitlán"	NA	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"106_Atlapexco"	106	"Atlapexco"	"Infraestructura Carretera"	2023	"Rehabilitación del tramo: E.C. Cuatapa - Tenexco - Tlahica, del km 0+000 al km 0+500"	"Tlahica"	150	"DGCCE"	"Se consideran trabajos de revestimiento, cunetas y limpieza de cunetas."	TRUE
"1060_San Salvador"	1060	"San Salvador"	"Infraestructura Hídrica"	2024	"Sustitución de líneas de condcción y alimentación de agua potable, en la localidad de Xuchitlán, municipio de San Salvador, Hgo., (Terminación)"	"Xuchitlán"	904	"CEAA"	"Considera los trabajos de mejoramiento en Infraestructura hídrica en la localidad de Xuchitlán municipio de San Salvador"	TRUE
"1061_Santiago de Anaya"	1061	"Santiago de Anaya"	"Infraestructura Hídrica"	2024	"Perforación exploratoria de pozo para agua potable, en la localidad de El Encino, municipio de Santiago de Anaya, Hidalgo."	"El Encino"	296	"CEAA"	"Considera los trabajos de preliminares, perforación de pozo en la localidad de El Encino municipio de Santiago de Anaya"	TRUE
"1063_Santiago de Anaya"	1063	"Santiago de Anaya"	"Infraestructura Carretera"	2023	"Pavimentación hidráulica en acceso principal Boxaxni - Santa Mónica El Sitio, municipio Santiago de Anaya"	"El Sitio"	467	"DGOPI"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto Hidráulico."	TRUE
"1064_Santiago de Anaya"	1064	"Santiago de Anaya"	"Infraestructura Hídrica"	2022	"Rehabilitación de pozo profundo, cercado perimetral y ampliación de redes de distribución del sistema de agua potable en González Ortega"	"González Ortega"	771	"CEAA"	"Considera los trabajos para la rehabilitación y equipamiento de pozo en la localidad de  González Ortega municipio de Santiago de Anaya"	TRUE
"1065_Santiago de Anaya"	1065	"Santiago de Anaya"	"Espacios Públicos"	2024	"Construcción del Corredor Artesanal en la localidad de González Ortega, municipio de Santiago de Anaya"	"González Ortega"	771	"DGIVC"	"Considera trabajos en infraestructura del Espacio Público en la localidad González Ortega en el municipio de Santiago de Anaya."	TRUE
"1066_Santiago de Anaya"	1066	"Santiago de Anaya"	"Infraestructura Hídrica"	2023	"Construcción de la línea de conducción y distribución del sistema de agua potable,en la localidad de Patria Nueva, municipio de Santiago de Anaya"	"Patria Nueva"	2087	"CEAA"	"Considera los trabajos de línea de conducción y distribución del sistema de agua potable."	TRUE
"1067_Santiago de Anaya"	1067	"Santiago de Anaya"	"Espacios Públicos"	2024	"Centro Gastronómico y Turístico Santiago de Anaya Primera Etapa."	"Santiago de Anaya"	2676	"DI"	"Considera trabajos en infraestructura del Espacio Público en el municipio de Santiago de Anaya."	TRUE
"1069_Santiago de Anaya"	1069	"Santiago de Anaya"	"Vialidades Urbanas"	2024	"Construcción de pavimentación asfáltica en la calle Santa María, Manzana 3, Sección Sur, municipio de Santiago de Anaya"	"Santiago de Anaya"	NA	"DGOPI"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1074_Santiago Tulantepec de Lugo Guerrero"	1074	"Santiago Tulantepec de Lugo Guerrero"	"Espacios Públicos"	2023	"Rehabilitación en azoteas y fachadas del CRIRH, sede Santiago Tulantepec"	"Los Romeros"	1466	"DGOPI"	"Considera trabajos en infraestructura del Espacio Público en la localidad Los Romeros en el municipio de Santiago Tulantepec de Lugo Guerrero."	TRUE
"1075_Santiago Tulantepec de Lugo Guerrero"	1075	"Santiago Tulantepec de Lugo Guerrero"	"Infraestructura Hídrica"	2023	"Construcción de la línea de conducción de agua potable del Pozo San Pedro Huatengo al tanque elevado existente en la Colonia Satélites, en el municipio de Santiago Tulantepec en la localidad de San Pedro Huatengo"	"San Pedro Huatengo"	215	"SIPDUS"	"Considera los trabajos de instalación de tubería, rellenos con material producto de excavación, prueba de la tubería en la comunidad."	TRUE
"1076_Santiago Tulantepec de Lugo Guerrero"	1076	"Santiago Tulantepec de Lugo Guerrero"	"Infraestructura Hídrica"	2024	"Ampliación de construcción de la línea de conducción de agua potable del pozo San Pedro Huatengo al tanque elevado en la colonia Satélites, en el municipio de Santiago Tulantepec."	"San Pedro Huatengo"	215	"DGOPI"	"Considera los trabajos de mejoramiento en Infraestructura hídrica en la localidad de San Pedro Huatengo municipio de Santiago Tulantepec de Lugo Guerrero"	TRUE
"1077_Santiago Tulantepec de Lugo Guerrero"	1077	"Santiago Tulantepec de Lugo Guerrero"	"Vialidades Urbanas"	2022	"Pavimentación asfáltica de Calle Oriente, municipio de Santiago Tulantepec de Lugo Guerrero"	"Ventoquipa"	1173	"DGCCE"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1078_Singuilucan"	1078	"Singuilucan"	"Infraestructura Carretera"	2023	"Pavimentación asfáltica del tramo del Chabacano-La Conchita del Km 0+000 al Km 1+495"	"La Conchita (La Cantera)"	4805	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1079_Singuilucan"	1079	"Singuilucan"	"Espacios Públicos"	2023	"Construcción de Mercado Municipal 2ª. etapa en el municipio de Singuilucan."	"Singuilucan"	4076	"DGCCE"	"Considera trabajos en infraestructura del Espacio Público en el municipio de Singuilucan."	TRUE
"108_Atotonilco de Tula"	108	"Atotonilco de Tula"	"Infraestructura Carretera"	2024	"Reconstrucción de C.E. Atotonilco de Tula - El Cardonal, municipio de Atotonilco de Tula"	"Atotonilco de Tula"	8822	"DGOPI"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Atotonilco de Tula municipio de Atotonilco de Tula"	TRUE
"1080_Singuilucan"	1080	"Singuilucan"	"Vialidades Urbanas"	2023	"Construcción de pavimento hidráulico en calle La Unión (carretera México-Tuxpan a La Unión); en el municipio de Singuilucan."	"Singuilucan"	NA	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1083_Tasquillo"	1083	"Tasquillo"	"Infraestructura Hídrica"	2024	"Rehabilitación de Linea de conducción de Sistema de Agua Potable en la localidad de El Motho."	"El Motho"	337	"CEAA"	"Considera los trabajos de mejoramiento en Infraestructura hídrica en la localidad de  El Motho municipio de Tasquillo"	TRUE
"1085_Tasquillo"	1085	"Tasquillo"	"Infraestructura Hídrica"	2023	"Construcción de alcantarillado sanitario y Planta de tratamiento de aguas residuales Centro en Caltimacán, municipio de Tasquillo"	"Caltimacán"	1674	"SIPDUS"	"Considera los trabajos para la  Construcción de la planta de tratamiento de aguas residuales en la localidad de Caltimacán municipio de Tasquillo."	TRUE
"1086_Tasquillo"	1086	"Tasquillo"	"Infraestructura Carretera"	2025	"Construcción de pavimentación asfáltica del acceso principal de la localidad de Huizachez, en el municipio de Tasquillo"	"Huizachez"	NA	"SIPDUS"	NA	TRUE
"1087_Tasquillo"	1087	"Tasquillo"	"Infraestructura Hídrica"	2024	"Rehabilitación de Línea de Conducción de Sistema de Agua Potable en la localidad de Juchitlán"	"Juchitlán"	588	"CEAA"	"Considera los trabajos de mejoramiento en Infraestructura hídrica en la localidad de Juchitlán municipio de Tasquillo"	TRUE
"1089_Tasquillo"	1089	"Tasquillo"	"Infraestructura Hídrica"	2022	"Construcción de red de distribución con tomas domiciliarias Portezuelo etapa seis de diez"	"Portezuelo"	1837	"CEAA"	"Considera los trabajos de instalación de tubería, rellenos con material producto de excavación, prueba de la tubería en la comunidad."	TRUE
"109_Atotonilco de Tula"	109	"Atotonilco de Tula"	"Vialidades Urbanas"	2024	"Reconstrucción de calle República de El Salvador, en el municipio de Atotonilco de Tula."	"Atotonilco de Tula"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"1090_Tasquillo"	1090	"Tasquillo"	"Infraestructura Hídrica"	2024	"Construcción de red de distribución con tomas domiciliarias Portezuelo (Terminación)"	"Portezuelo"	1837	"CEAA"	"Considera los trabajos de instalación de tubería, rellenos con material producto de excavación, prueba de la tubería en la comunidad."	TRUE
"1091_Tasquillo"	1091	"Tasquillo"	"Infraestructura Carretera"	2024	"Construcción de pavimentación del tramo carretero C.R. Portezuelo a Santiago Ixtlahuaca, en el municipio de Tasquillo."	"Portezuelo"	NA	"DGIVC"	"Considera los siguientes trabajos preliminares, excavaciones, terreno natural, sub rasante, construcción de base hidráulica, obra de drenaje, carpeta asfáltica, señalamiento horizontal y mampara informativa."	TRUE
"1093_Tasquillo"	1093	"Tasquillo"	"Vialidades Urbanas"	2023	"Pavimentación asfáltica de calle Los Nogal; es de la localidad de Remedios; en el municipio de Tasquillo"	"Remedios"	540	"DGOPI"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1094_Tasquillo"	1094	"Tasquillo"	"Espacios Públicos"	2024	"Construcción del Corredor Artesanal en la localidad de Rinconada municipio de Tasquillo."	"Rinconada"	481	"DGIVC"	"Considera trabajos en infraestructura del Espacio Público en la localidad LRinconada en el municipio de Tasquillo."	TRUE
"1095_Tasquillo"	1095	"Tasquillo"	"Infraestructura Hídrica"	2024	"Reparación de Planta de Tratamiento de Agua Residual en la localidad de San Isidro."	"San Isidro"	1051	"CEAA"	"Ejecuta trabajos para el mantenimiento y mejoramiento de la Planta de tratamiento en la localidad de San Isidro municipio de Tasquillo."	TRUE
"1098_Tecozautla"	1098	"Tecozautla"	"Infraestructura Hídrica"	2022	"Construcción de sistema integral de agua potable para las localidades de Bomanxotha y Bothé, municipio de Tecozautla, etapa una de tres."	"Bomanxotha"	2129	"CEAA"	"Considera los trabajos de líneas de distribución con la instalación de tubería, tomas domiciliarias. en la localidad de Bomanxotha municipio de  Tecozautla"	TRUE
"1099_Tecozautla"	1099	"Tecozautla"	"Infraestructura Carretera"	2024	"Empedrado Ahogado en camino de interconexión Bomanxotha - La Mesilla, en el municipio de Tecozautla"	"Bomanxotha"	2129	"DGOPI"	"Considera los trabajos de preliminares, terracerías, instalación sanitaria, pavimento de empedrado."	TRUE
"110_Atotonilco de Tula"	110	"Atotonilco de Tula"	"Infraestructura Carretera"	2025	"Modernización de carretera Refugio - Texas, en el municipio de Atotonilco de Tula"	"Atotonilco de Tula"	NA	"SIPDUS"	NA	TRUE
"1101_Tecozautla"	1101	"Tecozautla"	"Infraestructura Carretera"	2024	"Construye Tu Camino del tramo Camino Real Oriente en la localidad Gandhó, en el municipio de Tecozautla."	"Gandho"	NA	"DGCCE"	"Considera los trabajos de construcción de huellas de concreto hidráulico y empedrado en la localidad, el cual consta de terracerías y pisos de concreto."	TRUE
"1102_Tecozautla"	1102	"Tecozautla"	"Infraestructura Carretera"	2024	"Reconstrucción del camino Gandhó - Al Crucero (Carretera Tecozautla - Huichapan), en el municipio de Tecozautla"	"Gandho"	2382	"DGOPI"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Gandho municipio de Tecozautla"	TRUE
"1104_Tecozautla"	1104	"Tecozautla"	"Vialidades Urbanas"	2023	"Empedrado ahogado en libramiento Bojhay a centro de Pañhé, en el municipio de Tecozautla."	"Pañhé"	2560	"DGCCE"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en la localidad de Pañhé muncipio de Tecozautla"	TRUE
"1105_Tecozautla"	1105	"Tecozautla"	"Espacios Públicos"	2024	"Construcción del Corredor Artesanal en la localidad de Pañhe, municipio de Tecozautla"	"Pañhé"	2560	"DGEP"	"Considera trabajos en infraestructura del Espacio Público en la localidad Pañhé en el municipio de Tecozautla."	TRUE
"1106_Tecozautla"	1106	"Tecozautla"	"Vialidades Urbanas"	2023	"Concreto hidráulico en Tecozautla calle Gardenia"	"Tecozautla"	6701	"DGIVC"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto hidráulico."	TRUE
"1107_Tecozautla"	1107	"Tecozautla"	"Espacios Públicos"	2024	"Construcción de trota pista, espacios lúdicos y gimnasio al aire libre, en la Reserva Centro (Cancha de Futbol 7), en la cabecera municipal de Tecozautla"	"Tecozautla"	6701	"DGOPI"	"Considera trabajos en infraestructura deportiva en el municipio de Tecozautla."	TRUE
"1108_Tecozautla"	1108	"Tecozautla"	"Infraestructura Hídrica"	2024	"Construcción de líneas de distribución de agua potable en Fraccionamiento la Cruz de Piedra, municipio de Tecozautla"	"Tecozautla"	NA	"DGOPI"	"Considera los trabajos de mejoramiento en Infraestructura hídrica en la localidad de Tecozautla municipio de Tecozautla"	TRUE
"111_Atotonilco de Tula"	111	"Atotonilco de Tula"	"Vialidades Urbanas"	2023	"Construcción de pavimentación asfáltica en Lázaro Cárdenas"	"Conejos"	4705	"DGOPI"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"1112_Tenango de Doria"	1112	"Tenango de Doria"	"Espacios Públicos"	2023	"Arco de Bienvenida Tenango de Doria"	"El Damo"	2433	"DGCCE"	"Considera trabajos en infraestructura del Espacio Público en la localidad El Damo en el municipio de Tenango de Doria."	TRUE
"1114_Tenango de Doria"	1114	"Tenango de Doria"	"Infraestructura Hídrica"	2024	"SAP El Temapá.- Línea de conducción 355.00 m de tubería de FoGo de 2 de diámetro."	"El Temapá"	255	"CEAA"	"Considera los trabajos de instalación de tubería, rellenos con material producto de excavación, prueba de la tubería en la comunidad."	TRUE
