"ID"	"No."	"NOM_MUN"	"Rubro"	"Ejercicio"	"Obra"	"Localidad"	"Habitantes beneficiados"	"Ejecutora"	"Trabajos"	"tiene_geo"
"918_Pachuca de Soto"	918	"Pachuca de Soto"	"Espacios Públicos"	2023	"Construcción de dormitorios Cereso Módulo 2, Pachuca de Soto, Hgo."	"Varias"	NA	"DGOPI"	"Considera trabajos en infraestructura en Seguridad Pública en CERESO en el municipio de Pachuca de Soto."	TRUE
"919_Pachuca de Soto"	919	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Reconstrucción de pavimento en calle Francisco Villa, colonia Felipe Ángeles, Pachuca, Hgo."	"Varias"	NA	"DGCCE"	"Considera los trabajos de demolición por medios mecánicos de concreto simple, barrido de la superficie por tratar, piso para pavimento de concreto hidráulico."	TRUE
"920_Pachuca de Soto"	920	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Construcción de pavimentación en calle Topacio, colonia Punta Kristal, Pachuca, Hgo."	"Varias"	NA	"DGCCE"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"921_Pachuca de Soto"	921	"Pachuca de Soto"	"Vialidades Urbanas"	2024	"Construcción de pavimentación concreto hidráulico en calle Ejido 10, Matilde, municipio de Pachuca de Soto"	"Varias"	NA	"DGCCE"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto hidráulico."	TRUE
"922_Pachuca de Soto"	922	"Pachuca de Soto"	"Vialidades Urbanas"	2024	"Reconstrucción asfáltica de Circuito Calle 14 y Calle 15, en la Col. Piracantos, Tercera Sección, en el municipio de Pachuca de Soto"	"Varias"	NA	"DGCCE"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado."	TRUE
"923_Pachuca de Soto"	923	"Pachuca de Soto"	"Vialidades Urbanas"	2024	"Construcción de pavimentación concreto hidráulico en Calle Colonias, Venecia en el municipio de Pachuca de Soto"	"Varias"	NA	"DGCCE"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto hidráulico."	TRUE
"924_Pachuca de Soto"	924	"Pachuca de Soto"	"Vialidades Urbanas"	2024	"Rehabilitación asfáltica Cto. México, en el Fraccionamiento Geovillas, municipio de Pachuca de Soto"	"Varias"	NA	"DGCCE"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado,  en el municipio de Pachuca de Soto"	TRUE
"925_Pachuca de Soto"	925	"Pachuca de Soto"	"Espacios Públicos"	2024	"Rehabilitación y mejoramiento de la imagen urbana de avenida Álamo del 0+000 al Km 1+020, El Tezontle, municipio de Pachuca de Soto."	"Varias"	NA	"DGCCE"	"Considera trabajos en en mejoramiento de la Imagen Urbana en El Tezontle en el municipio de Pachuca de Soto."	TRUE
"926_Pachuca de Soto"	926	"Pachuca de Soto"	"Espacios Públicos"	2024	"Rehabilitación de obra interior y exterior en el Cuartel Cubitos, en el municipio de Pachuca de Soto."	"Varias"	NA	"DGOPI"	"Considera trabajos en infraestructura en Seguridad Pública en el municipio de Pachuca de Soto."	TRUE
"927_Pachuca de Soto"	927	"Pachuca de Soto"	"Infraestructura Carretera"	2025	"Reconstrucción del Boulevard Las Torres Cuerpo Izquierdo a base de concreto hidraulico, tramo del km 0+000 al km 6+490."	"Varias"	NA	"SIP"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Varias municipio de Pachuca de Soto"	TRUE
"928_Mineral de la Reforma"	928	"Mineral de la Reforma"	"Infraestructura Carretera"	2024	"Estudios de impacto ambiental, análisis costo beneficio y diseño de pavimento y geotecnia para la reconstrucción  del boulevard Las Torres, en los municipios de Pachuca de Soto y Mineral de la Reforma."	"Varias"	NA	"DGEP"	"Considera los estudios y proyecto ejecutivo."	TRUE
"928_Pachuca de Soto"	928	"Pachuca de Soto"	"Infraestructura Carretera"	2024	"Estudios de impacto ambiental, análisis costo beneficio y diseño de pavimento y geotecnia para la reconstrucción  del boulevard Las Torres, en los municipios de Pachuca de Soto y Mineral de la Reforma."	"Varias"	NA	"DGEP"	"Considera los estudios y proyecto ejecutivo."	TRUE
"929_Mineral de la Reforma"	929	"Mineral de la Reforma"	"Infraestructura Carretera"	2024	"Estudios de impacto ambiental y análisis costo beneficio para la continuación de la construcción de la vialidad y el encauzamiento del río de las avenidas, municipio de Mineral de la Reforma"	"Varias"	NA	"DGEP"	"Considera los estudios y proyecto ejecutivo."	TRUE
"929_Pachuca de Soto"	929	"Pachuca de Soto"	"Infraestructura Carretera"	2024	"Estudios de impacto ambiental y análisis costo beneficio para la continuación de la construcción de la vialidad y el encauzamiento del río de las avenidas, municipio de Mineral de la Reforma"	"Varias"	NA	"DGEP"	"Considera los estudios y proyecto ejecutivo."	TRUE
"930_Epazoyucan"	930	"Epazoyucan"	"Infraestructura Hídrica"	2022	"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde, Providencia y Solares."	"Varias"	NA	"CAASIM"	"Ejecuta trabajos para el mantenimiento y mejoramiento de la Planta de tratamiento en la localidad de Atlaltipa Huitzotlaco municipio de Atlapexco."	FALSE
"930_Mineral de la Reforma"	930	"Mineral de la Reforma"	"Infraestructura Hídrica"	2022	"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde, Providencia y Solares."	"Varias"	NA	"CAASIM"	"Ejecuta trabajos para el mantenimiento y mejoramiento de la Planta de tratamiento en la localidad de Atlaltipa Huitzotlaco municipio de Atlapexco."	TRUE
"930_Mineral del Monte"	930	"Mineral del Monte"	"Infraestructura Hídrica"	2022	"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde, Providencia y Solares."	"Varias"	NA	"CAASIM"	"Ejecuta trabajos para el mantenimiento y mejoramiento de la Planta de tratamiento en la localidad de Atlaltipa Huitzotlaco municipio de Atlapexco."	FALSE
"930_Pachuca de Soto"	930	"Pachuca de Soto"	"Infraestructura Hídrica"	2022	"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde, Providencia y Solares."	"Varias"	NA	"CAASIM"	"Ejecuta trabajos para el mantenimiento y mejoramiento de la Planta de tratamiento en la localidad de Atlaltipa Huitzotlaco municipio de Atlapexco."	TRUE
"930_San Agustín Tlaxiaca"	930	"San Agustín Tlaxiaca"	"Infraestructura Hídrica"	2022	"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde, Providencia y Solares."	"Varias"	NA	"CAASIM"	"Ejecuta trabajos para el mantenimiento y mejoramiento de la Planta de tratamiento en la localidad de Atlaltipa Huitzotlaco municipio de Atlapexco."	TRUE
"930_Zapotlán de Juárez"	930	"Zapotlán de Juárez"	"Infraestructura Hídrica"	2022	"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde, Providencia y Solares."	"Varias"	NA	"CAASIM"	"Ejecuta trabajos para el mantenimiento y mejoramiento de la Planta de tratamiento en la localidad de Atlaltipa Huitzotlaco municipio de Atlapexco."	FALSE
"930_Zempoala"	930	"Zempoala"	"Infraestructura Hídrica"	2022	"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde, Providencia y Solares."	"Varias"	NA	"CAASIM"	"Ejecuta trabajos para el mantenimiento y mejoramiento de la Planta de tratamiento en la localidad de Atlaltipa Huitzotlaco municipio de Atlapexco."	TRUE
"934_Mineral de la Reforma"	934	"Mineral de la Reforma"	"Infraestructura Hídrica"	2022	"Inversión de 4.1 mdp en construcción de colector sanitario Azoyatla-Viaducto Rojo Gómez, (etapa ocho de 10) municipios de Mineral de la Reforma y Pachuca."	"Pachuca y Mineral de la Reforma"	NA	"CAASIM"	"Considera los trabajos de excavaciones, instalación de  tubería."	TRUE
"934_Pachuca de Soto"	934	"Pachuca de Soto"	"Infraestructura Hídrica"	2022	"Inversión de 4.1 mdp en construcción de colector sanitario Azoyatla-Viaducto Rojo Gómez, (etapa ocho de 10) municipios de Mineral de la Reforma y Pachuca."	"Pachuca y Mineral de la Reforma"	NA	"CAASIM"	"Considera los trabajos de excavaciones, instalación de  tubería."	TRUE
"939_Pacula"	939	"Pacula"	"Infraestructura Carretera"	2024	"Rehabilitación de pavimento en carretera principal de Pacula a la Estancia en tramos de las comunidades del Puerto Jilialpan a la Mohonera, municipio de Pacula."	"Varias"	NA	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Varias municipio de Pacula"	TRUE
"940_Pacula"	940	"Pacula"	"Infraestructura Hídrica"	2023	"Construcción de línea conducción para agua potable, derivación La Puerta-Jiliapan, Los Fresnos, Canoas y Jiliapan en el municipio de Pacula"	"Varias"	NA	"SIPDUS"	"Considera los trabajos de instalación de tubería, rellenos con material producto de excavación, prueba de la tubería en la comunidad."	TRUE
"948_Pisaflores"	948	"Pisaflores"	"Infraestructura Carretera"	2023	"Construcción de muros de contención en el camino rural Pisaflores - El Nogal - La Minita, municipio de Pisaflores"	"Varias"	NA	"DGOPI"	"Considera en los trabajos la construcción de muros de contención en camino rural Pisaflores."	TRUE
"949_Pisaflores"	949	"Pisaflores"	"Vivienda Asequible"	2022	"Construcción de cuarto dormitorio, en el municipio de Pisaflores"	"Varias"	112	"DGCCE"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	TRUE
"950_Pisaflores"	950	"Pisaflores"	"Vivienda Asequible"	2022	"Construcción de Cuarto Dormitorio, en el municipio de Pisaflores"	"Varias"	NA	"DGCCE"	"Considera los trabajos de construcción de cuarto dormitorio en terreno del beneficiario."	TRUE
"951_Pisaflores"	951	"Pisaflores"	"Infraestructura Carretera"	2024	"Construcción de pavimento tramo Tripuente a Chalahuite, en el municipio de Pisaflores."	"Varias"	NA	"DGIVC"	"Considera los trabajos de preliminares y pavimento en el municipio de Pisaflores."	TRUE
"952_Progreso de Obregón"	952	"Progreso de Obregón"	"Vialidades Urbanas"	2024	"Pavimentación del acceso a la Col. La Peña, en la comunidad de El Jardin, municipio de Progreso de Obregón"	"El Jardín (Colonia)"	229	"DGCCE"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en la localidad de El Jardín (Colonia) muncipio de Progreso de Obregón"	TRUE
"956_San Agustín Metzquititlán"	956	"San Agustín Metzquititlán"	"Infraestructura Hídrica"	2024	"Construcción de sistema integral de agua potable San Agustín Metzquititlán. (Apartadero y La Cañada de Agua Bendita) Etapa cuatro de seis"	"Apartadero y La Cañada de Agua Bendita"	NA	"CEAA"	"Considera los trabajos de líneas de distribución con la instalación de tubería, tomas domiciliarias. en la localidad de Apartadero y La Cañada de Agua Bendita municipio de  San Agustín Metzquititlán"	TRUE
"962_San Agustín Metzquititlán"	962	"San Agustín Metzquititlán"	"Infraestructura Carretera"	2025	"Pavimentación asfáltica del camino El Carrizo - La Peña - Veladero - Agua Bendita, en el municipio de San Agustín Metzquititlán"	"San Agustín Meztquititlán"	NA	"SIPDUS"	NA	TRUE
"999_San Agustín Tlaxiaca"	999	"San Agustín Tlaxiaca"	"Vialidades Urbanas"	2025	"Reconstrucción de pavimentación asfáltica de Av. Principal de acceso a la comunidad de Tornacuxtla, en el municipio de San Agustín Tlaxiaca"	"Tornacuxtla"	NA	"DGIVC"	NA	TRUE
"1484_Acatlán"	1483	"Acatlán"	"Espacios Educativos"	2022	"Construccion De Un Aula Didactica De 1 E.e. En Estructura Regional (Zona Sismica C Y D) 6.00 X 8.00 Mts. Y Obra Exterior"	"San Dionisio"	96	NA	"FAM 2022 13DTV0437J Telesecundaria 97"	TRUE
"1486_Acaxochitlán"	1485	"Acaxochitlán"	"Espacios Educativos"	2022	"Rehabilitacion General De Aulas Y Rehabilitación General De Sanitarios."	"Tepepa (Santiago Tepepa)"	155	NA	"FAM POTENCIADO-MANTENIMIENTO 13DPB0470R Lazaro Cardenas"	TRUE
"1502_Actopan"	1501	"Actopan"	"Espacios Educativos"	2022	"Construcción De Un Módulo De 7 E.e., Estructura U2-C, Que Comprende: P.b., 2 Aulas Didácticas De 2 E.e. C/U, Sanitarios De 2 E.e. Y Dirección Turno Vespertino De 1 E.e.; P.a., 3 Aulas Didácticas De 2 E.e. C/U, Bodega De 1 E.e., Módulo De Escaleras; Reestr"	"Actopan"	456	NA	"FAM 2022 13DPR1438Q Efren Rebolledo"	TRUE
"1497_Actopan"	1496	"Actopan"	"Espacios Educativos"	2022	"Construcción De Un Plantel De Nueva Creación, Que Consiste: Construcción De Un Módulo De Dirección Anexo Con Sanitarios Y Dos Aulas Didácticas, Estructura Regional (Zona Sísmica C Y D) 6.00 X 8.00, Construcción De Un Aula Didáctica, Estructura Regional (Z"	"El Huaxtho"	49	NA	"FAM 2022 13DJN0609W Denhi"	TRUE
"1491_Actopan"	1490	"Actopan"	"Espacios Educativos"	2022	"Demolición De Módulo De 3 Aulas Estructura Regional 6.00 X 8.00 Mts., Demolición De Módulo Atípico De 6 Aulas Didácticas En Dos Niveles Y Escaleras, Construcción De Dos Aulas Didácticas Estructura Regional (Zona Sísmica C Y D) 6.00 X 8.00 Mts., Construcci"	"Bothi Baji"	36	NA	"FAM 2022 13DPR1511I Miguel Hidalgo"	TRUE
"1496_Actopan"	1495	"Actopan"	"Espacios Educativos"	2022	"Demolición De Módulo De Dos Aulas Didácticas, Dirección Y Sanitarios Con Afectaciones Estructurales, Construcción De Un Módulo De 3 E.e., Que Contemplara Un Módulo De Servicios Sanitarios De 6.50 X 8.00 Mts. Y Dos Aulas Didácticas De 6.00 X 8.00 Mts. En S"	"Actopan"	169	NA	"FAM 2022 13DPR0076Q Narcizo Mendoza"	TRUE
"1501_Actopan"	1500	"Actopan"	"Espacios Educativos"	2022	"Rehabilitación General De 1 Módulo De 4 E.e., Estructura Regional 6.00 X 8.00, Que Contempla Dirección Con Sanitarios, Laboratorio Y Dos Aulas Didácticas Y Obra Exterior.avance De Obra 100%"	"El Huaxtho"	106	NA	"FAM 2022 13DTV0391E Telesecundaria 15"	TRUE
"1513_Apan"	1512	"Apan"	"Espacios Educativos"	2022	"Construcción De Dos Aulas Didácticas De 2.5 E.e. C/U Adosadas En Estructura U1-C.avance De Obra 100%"	"Las Peñitas"	713	NA	"FAM 2022 13DES0076J Jesus Romero Flores"	TRUE
"1514_Apan"	1513	"Apan"	"Espacios Educativos"	2022	"Construcción De Un Modulo De Dirección Y Sanitarios 6.50 X 8.00 Mts., Estructura Regional (Zona Sismica C Y D) 6.00 X 8.00 Mts., Impermeabilización De Dos Módulos Y Obra Exterior"	"Alcantarillas"	25	NA	"FAM 2022 13DTV0493B Telesecundaria 477"	TRUE
"1516_Apan"	1515	"Apan"	"Espacios Educativos"	2022	"Contrucción De Un Aula Didáctica De 1 E.e. Estructura Regional (Zona Sísmica C Y D) 6.00 X 8.00 Mts. Y Obra Exterior.avance De Obra 100%"	"Apan"	177	NA	"FAM 2022 13DPR0358Y Javier Rojo Gomez"	TRUE
"1523_Atitalaquia"	1522	"Atitalaquia"	"Espacios Educativos"	2022	"Rehabilitacion General De Aula Y Rehabilitacion General De Sanitarios."	"Tlalminulpa"	36	NA	"FAM POTENCIADO-MANTENIMIENTO 13DJN0444D Mariano Abasolo"	TRUE
"1530_Atotonilco de Tula"	1529	"Atotonilco de Tula"	"Espacios Educativos"	2022	"Construcción De Dos Aulas Didácticas Adosadas De 1 E.e, Estructura Regional (Zona Sísmica C Y D) 6.00 X 8.00 Mts, Módulo De Sanitarios M-6, Estructura Regional (Zona Sísmica (C Y D) 6.50 X 5.30 Mts., Fosa Séptica, Pozo De Absorción Y Obra Exterior.avance"	"Praderas Del Potrero"	64	NA	"FAM 2022 13DTV0314Z Telesecundaria 656"	TRUE
"1527_Atotonilco de Tula"	1526	"Atotonilco de Tula"	"Espacios Educativos"	2022	"Construcción De Dos Aulas Didácticas, Estructura Regional (Zona Sísmica C Y D) 6.00 X 8.00 Mts. Y Obra Exterior. Avance De Obra 100%"	"El Pedregal"	262	NA	"FAM 2022 13DTV0275O Telesecundaria 655"	TRUE
"1528_Atotonilco de Tula"	1527	"Atotonilco de Tula"	"Espacios Educativos"	2022	"Construcción De Módulo De 2 Aulas Didácticas, Estructura Regional (Zona Sísmica C Y D) 6.00 X 8.00 Mts Y Obra Exterior.avance De Obra 100%"	"Real Castilla"	260	NA	"FAM 2022 13DPR0779G Frida Kahlo"	TRUE
"1539_Atotonilco de Tula"	1538	"Atotonilco de Tula"	"Espacios Educativos"	2022	"Construcción De Taller De Turismo De 6 E.e, Construcción De 2 Aulas Didácticas De 2.5 E.e. C/U Estructura U1-C Y Obra Exterior.avance De Obra 100%"	"Conejos"	532	NA	"FAM 2022 13DST0037Z Escuela Secundaria Tecnica 51"	TRUE
"1533_Atotonilco de Tula"	1532	"Atotonilco de Tula"	"Espacios Educativos"	2022	"Construcción De Un Módulo De 4 Aulas Didácticas, Estructura Regional (Zona Sísmica C Y D ) 6.00 X 8.00 Mts. Y Obra Exterior.avance De Obra 100%"	"Senderos Del Pedregal"	333	NA	"FAM 2022 13DPR2962S Adela Velarde Perez"	TRUE
"1542_Atotonilco el Grande"	1541	"Atotonilco el Grande"	"Espacios Educativos"	2022	"Construcción De Taller De Estructuras Metalicas De 6 E.e. Y Obra Exterior.avance De Obra 100%"	"La Estancia"	349	NA	"FAM 2022 13DES0114W Atotoni-Lli"	TRUE
"1549_Calnali"	1548	"Calnali"	"Espacios Educativos"	2022	"Construcción De Dos Aulas Didácticas Adosadas En Estructura Regional 6.00 X 8.00 Mts., Construcción De Muros De Contención Y Obra Exterior.avance De Obra 100%"	"San Andres (San Andres Chichayotla)"	183	NA	"FAM 2022 13DTV0311C Telesecundaria 369"	TRUE
"1554_Cardonal"	1553	"Cardonal"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas."	"San Miguel Tlazintla"	104	NA	"FAM POTENCIADO 13DPR2085L Miguel Hidalgo"	TRUE
"1551_Cardonal"	1550	"Cardonal"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas."	"San Antonio Sabanillas"	90	NA	"FAM POTENCIADO 13DPR2104J Francisco Villa"	TRUE
"1558_Chapulhuacán"	1557	"Chapulhuacán"	"Espacios Educativos"	2022	"Construcción De 2 Aulas Didácticas En Sustitución De Aulas Dañadas, Estructura Regional 6.00 X 8.00 Mts., Rehabilitación General De Aula Didáctica Y Obra Exterior.avance De Obra 100%"	"Iglesia Vieja (Iglesia Nueva)"	85	NA	"FAM 2022 13DPR1900Z Tierra Y Libertad"	TRUE
"1569_Chapulhuacán"	1568	"Chapulhuacán"	"Espacios Educativos"	2022	"Rehabilitación De Aula Y Rehabilitación De Sanitarios."	"El Sotano"	39	NA	"FAM POTENCIADO 13DPR2596M Venustiano Carranza"	TRUE
"1573_Chapulhuacán"	1572	"Chapulhuacán"	"Espacios Educativos"	2022	"Rehabilitación De Aula Y Rehabilitación De Sanitarios."	"El Coyol"	55	NA	"FAM POTENCIADO 13DTV0480Y Telesecundaria 464"	TRUE
"1563_Chapulhuacán"	1562	"Chapulhuacán"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas Y Rehabilitación General De Sanitarios."	"Huatepango"	41	NA	"FAM POTENCIADO 13DPR2594O Lic. Adolfo Lopez Mateos"	TRUE
"1567_Chapulhuacán"	1566	"Chapulhuacán"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas Y Rehabilitación General De Sanitarios."	"Soledad Del Coyol"	18	NA	"FAM POTENCIADO 13DTV0005V Telesecundaria 650"	TRUE
"1562_Chapulhuacán"	1561	"Chapulhuacán"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas Y Rehabilitación General De Sanitarios."	"San Rafael"	43	NA	"FAM POTENCIADO 13DTV0167G Telesecundaria 228"	TRUE
"1581_Chilcuautla"	1580	"Chilcuautla"	"Espacios Educativos"	2022	"Demolición De Módulo Atipico Por Dictamen Estructural (Area De Computo), Construcción De Aula De Computo, Estructura Regional (Zona Sísmica C Y D) 6.00 X 8.00 Mts. Y Obra Exterior.avance De Obra 100%"	"Tlacotlapilco"	127	NA	"FAM 2022 13DPR1931S Vicente Guerrero"	TRUE
"1580_Chilcuautla"	1579	"Chilcuautla"	"Espacios Educativos"	2022	"Reestructuracion De Techumbre En Cancha De Usos Multiples, Impermeabilización De Dos Módulos.avance De Obra 100%"	"La Estancia"	111	NA	"FAM 2022 13DPR1287A Benito Juarez"	TRUE
"1592_Cuautepec de Hinojosa"	1591	"Cuautepec de Hinojosa"	"Espacios Educativos"	2022	"Construcción De Taller De Cómputo De 1 E.e. En Estructura Regional (Zona Sísmica C Y D) Y Obra Exterior"	"Hueyapita"	119	NA	"FAMMD-22 13EMS0076R Centro De Educacion Media Superior A Distancia Hueyapita"	TRUE
"1590_Cuautepec de Hinojosa"	1589	"Cuautepec de Hinojosa"	"Espacios Educativos"	2022	"Construcción De Un Módulo De Sanitarios En Estructura Regional (Zona Sísmica C Y D) 6.50 X 8.00 M, Sustitución De Impermeabilizante En Edificio A, B Y Obra Exterior.avance De Obra 100%"	"Santa Elena Paliseca"	404	NA	"FAM 2022 13DPR1875Q Cristobal Colon"	TRUE
"1593_Epazoyucan"	1592	"Epazoyucan"	"Espacios Educativos"	2022	"Construcción De Un Aula Didáctica De 1 E.e. Estructura Regional (Zona Sísmica C Y D) 6.00 X 5.30 Mts. Y Obr A Exterior.avance De Obra 100%"	"El Nopalillo"	24	NA	"FAM 2022 13DJN1018Q Jose Maria Luis Mora"	TRUE
"1594_Francisco I. Madero"	1593	"Francisco I. Madero"	"Espacios Educativos"	2022	"Adecuacion De Instalaciones Electricas En El Laboratorio Pesado"	"Lazaro Cardenas (El Mexe) [Colonia]"	2623	NA	"FAMES-22 (REMANENTES) 13EPO0003Z Universidad Politecnica De Francisco I. Madero"	TRUE
"1601_Huasca de Ocampo"	1600	"Huasca de Ocampo"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas Y Rehabilitación General De Sanitarios."	"Rio Seco Puente De Doria"	253	NA	"FAM POTENCIADO 13DPR1398F Tierra Y Libertad"	TRUE
"1599_Huasca de Ocampo"	1598	"Huasca de Ocampo"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas Y Rehabilitación General De Sanitarios."	"El Peral"	44	NA	"FAM POTENCIADO 13DPR2010V Aguiluchos De Chapultepec"	TRUE
"1598_Huasca de Ocampo"	1597	"Huasca de Ocampo"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas Y Rehabilitación General De Sanitarios."	"Ojo De Agua"	54	NA	"FAM POTENCIADO 13DTV0172S Telesecundaria 219"	TRUE
"1603_Huazalingo"	1602	"Huazalingo"	"Espacios Educativos"	2022	"Rehabilitación De Sanitarios."	"Huazalingo"	82	NA	"FAM POTENCIADO 13DPR1943X Teodomiro Manzano"	TRUE
"1604_Huazalingo"	1603	"Huazalingo"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas Y Rehabilitación General De Sanitarios."	"Tlatzonco"	28	NA	"FAM POTENCIADO 13DTV0021M Telesecundaria 280"	TRUE
"1605_Huazalingo"	1604	"Huazalingo"	"Espacios Educativos"	2022	"Rehabilitación General De Aulas."	"Tlatzonco"	36	NA	"FAM POTENCIADO 13DPR1938L Abraham Castellanos"	TRUE
"1619_Huejutla de Reyes"	1618	"Huejutla de Reyes"	"Espacios Educativos"	2022	"Construcción De Un Aula Didáctica De 1 E.e., Estructura Regional 6.00 X 8.00 Mts Y Obra Exterior.avance De Obra 100%"	"Axcaco"	49	NA	"FAM 2022 13DCC0213X Emiliano Zapata"	TRUE
"1630_Huejutla de Reyes"	1629	"Huejutla de Reyes"	"Espacios Educativos"	2022	"Construcción De Un Módulo De Sanitarios M-6, Estructura Regional (Zona Sísmica C Y D) 6.50 X 5.30 Mts., Cisterna De Concreto De 10 M3, Impermeabilizante De 2 Módulos Con 6 Aulas Y Obra Exterior.avance De Obra 100%"	"Huejutla De Reyes"	181	NA	"FAM 2022 13DPR0762G Manuel Azuara Leon"	TRUE
"1625_Huejutla de Reyes"	1624	"Huejutla de Reyes"	"Espacios Educativos"	2022	"Edificio De Docencia De 2 Niveles 2a Etapa"	"Parque De Poblamiento Solidaridad"	980	NA	"FAMES-22 13EPO0005Y Universidad Politecnica De Huejutla"	TRUE
"1616_Huejutla de Reyes"	1615	"Huejutla de Reyes"	"Espacios Educativos"	2022	"Rehabilitación De Planta De Tratamient"	"Parque De Poblamiento Solidaridad"	980	NA	"FAMES-22 AMPLIACIÓN (REMANENTES) 13EPO0005Y Universidad Politecnica De Huejutla"	TRUE
"1612_Huejutla de Reyes"	1611	"Huejutla de Reyes"	"Espacios Educativos"	2022	"Rehabilitación General De 6 Aulas, Dirección, Sanitarios En Cinco Módulos, Construcción De Sanitarios M-2, Construcción De Cisterna De Concreto De 10 M3, Pórtico Y Obra Exterior.avance De Obra 100%"	"Huejutla De Reyes"	106	NA	"FAM 2022 13DPR1039T Jose Ma. Morelos"	TRUE
"1608_Huejutla de Reyes"	1607	"Huejutla de Reyes"	"Espacios Educativos"	2022	"Sustitución De Lámina Multipanel Y Rehabilitación General De 1 Módulo De Dos Aulas Y 1 Módulo De Aula, Dirección Y Sanitarios, Construcción De Cisterna De 10 M3 Y Obra Exterior.avance De Obra 100%"	"Ahuatempa"	38	NA	"FAM 2022 13DCC0853S Juan Escutia"	TRUE
"1632_Huichapan"	1631	"Huichapan"	"Espacios Educativos"	2022	"Elaboración De Trabajos De Acabados, Cancelería E Instalaciones En El Laboratorio De Ingeniería En Innovación Agrícola Y Arquitectura. En El Instituto Tecnológico Superior De Huichapan, Con C.c.t. 13eit0002c, Ubicad"	"El Saucillo"	2230	NA	"FAMES-22 13EIT0002C Instituto Tecnologico Superior De Huichapan"	TRUE
"1649_Ixmiquilpan"	1648	"Ixmiquilpan"	"Espacios Educativos"	2022	"Construcción De Dos Aulas En Planta Alta Y Módulo De Escaleras, Adaptación De Aula De Cómputo En Planta Alta, En Estructura U2-C Y Obra Exterior.avance De Obra 100%"	"Ixmiquilpan"	358	NA	"FAM 2022 13DTV0750A Telesecundaria 750"	TRUE
"1643_Ixmiquilpan"	1642	"Ixmiquilpan"	"Espacios Educativos"	2022	"Construcción De Un Modulo De Sanitarios, Estructura Regional (Zona Sísmica C Y D) 6.50 X 5.30 Mts., Construcción De Un Aula Adosada Estructura Regional (Zona Sísmica C Y D) 6.00 X 5.30 Mts. Demolición De Modulo Atípico Y Obra Exterior."	"Botenguedho"	223	NA	"FAM 2022 13DPR2813K Vicente Guerrero"	TRUE
"1647_Ixmiquilpan"	1646	"Ixmiquilpan"	"Espacios Educativos"	2022	"Demolición De Módulo Atípico De Sanitarios, Construcción De Un Módulo De Sanitarios M-4 (Zona Sísmica C Y D), Construcción De Cisterna De 10 M3 Y Obra Exterior. Avance De Obra 100%"	"El Mirador Capula"	16	NA	"FAM 2022 13DCC0939Y Gabriela Mistral"	TRUE
"1664_Ixmiquilpan"	1663	"Ixmiquilpan"	"Espacios Educativos"	2022	"Rehabilitacion General De Aulas Y Rehabilitacion General De Sanitarios."	"El Alberto"	58	NA	"FAM POTENCIADO-MANTENIMIENTO 13DPB0655X Nicolas Bravo"	TRUE
"1665_Ixmiquilpan"	1664	"Ixmiquilpan"	"Espacios Educativos"	2022	"Rehabilitacion General De Aulas."	"El Puerto Dexthi"	50	NA	"FAM POTENCIADO-MANTENIMIENTO 13DPB0312B Benito Juarez"	TRUE
"1659_Ixmiquilpan"	1658	"Ixmiquilpan"	"Espacios Educativos"	2022	"Rehabilitacioón General De Aulas Y Rehabilitación General De Sanitarios."	"El Espiritu"	25	NA	"FAM POTENCIADO 13DCC0607I Niños Heroes"	TRUE
